,response,is_strange,workerid,proliferate.condition,order,slide_number_in_experiment,tgrep_id,catch_trials,subject_information.age,subject_information.asses,subject_information.comments,subject_information.education,subject_information.enjoyment,subject_information.fairprice,subject_information.gender,subject_information.language,system.Browser,system.OS,system.screenH,system.screenW,time_in_minutes,error,Sentence,HaveNeedTo,Finite,ModalPresent,QuestionType,DegreeQ,SubjectAuxInv,WhAll,MatrixNegPresent,EmbeddedNegPresent,QuantifiedSubject,QuantifiedPredicate,Wh,MatrixNegation,MatrixDoSupport,MatrixPred1,MatrixPred2,MatVerbPart,Modal,EmbeddedNegation,Verb1,Verb2,Verb3,DeterminerSubject,DeterminerNonSubject,FullWhPhrase,DeterminerSubjPresent,DeterminerNonSubjPresent,WhNode,WhParse,Question,SentenceParse,WhPhaseType,IdentityQ
298,a,True,18,condition1,a-the-some-all,10,37508:7,[],36.0,Confused,"Nothing in this seemed to make any sense, everything seemed very jumbled and confused.",3,0,0,Male,English,Chrome,Windows,1080,1920,5.58031666666667,,well how do you think 0 the royals are going *-1 to do *t*-2?,no,yes,no,root,no,yes,,,,,,how,,,,,,,,do,think,are,the royals,the royals,,no,no,,(WRB how),well how do you think 0 the royals are going *-1 to do *t*-2?,(TOP (SBARQ (INTJ (UH well)) (WHADVP-2 (WRB how)) (SQ (VBP do) (NP-SBJ (PRP you)) (VP (VB think) (SBAR (-NONE- 0) (S (NP-SBJ-1 (DT the) (NNPS Royals)) (VP (VBP are) (VP (VBG going) (S (NP-SBJ (-NONE- *-1)) (VP (TO to) (VP (VB do) (ADVP-MNR (-NONE- *T*-2))))))))))) (. ?) (-DFL- E_S))),monomorphemic,no
299,a,True,18,condition1,a-the-some-all,11,40349:14,[],36.0,Confused,"Nothing in this seemed to make any sense, everything seemed very jumbled and confused.",3,0,0,Male,English,Chrome,Windows,1080,1920,5.58031666666667,,"you know, how can you help *-1 depending on the day care center *t*-2, you know,",no,,yes,root,no,yes,,,,,,how,,,,,,can,,help,depending,know,,the day care center,,no,no,,(WRB how),"you know, how can you help *-1 depending on the day care center *t*-2, you know,","(TOP (SBARQ (PRN (S (NP-SBJ (PRP You)) (VP (VBP know))) (, ,)) (WHADVP-2 (WRB how)) (SQ (MD can) (NP-SBJ-1 (PRP you)) (VP (VB help) (S (NP-SBJ (-NONE- *-1)) (VP (VBG depending) (PP (IN on) (NP (DT the) (NN day) (NN care) (NN center))) (ADVP-MNR (-NONE- *T*-2)))) (PRN (, ,) (S (NP-SBJ (PRP you)) (VP (VBP know)))))) (, ,) (-DFL- E_S)))",monomorphemic,no
300,a,True,18,condition1,a-the-some-all,12,118088:9,[],36.0,Confused,"Nothing in this seemed to make any sense, everything seemed very jumbled and confused.",3,0,0,Male,English,Chrome,Windows,1080,1920,5.58031666666667,,"uh, how do you feel about taxes *t*-1?",no,yes,no,root,no,yes,,,,,,how,,,,,,,,do,feel,,,,,no,no,,(WRB how),"uh, how do you feel about taxes *t*-1?","(TOP (SBARQ (INTJ (UH Uh)) (, ,) (WHADVP-1 (WRB how)) (SQ (VBP do) (NP-SBJ (PRP you)) (VP (VB feel) (PP (IN about) (NP (NNS taxes))) (ADVP-MNR (-NONE- *T*-1)))) (. ?) (-DFL- E_S)))",monomorphemic,no
301,a,True,18,condition1,a-the-some-all,13,60430:4,[],36.0,Confused,"Nothing in this seemed to make any sense, everything seemed very jumbled and confused.",3,0,0,Male,English,Chrome,Windows,1080,1920,5.58031666666667,,who *t*-1 knows.,no,yes,no,root,no,yes,,,,,,who,,,,,,,,knows,,,,,,no,,,(WP who),who *t*-1 knows.,(TOP (SBARQ (WHNP-1 (WP who)) (SQ (NP-SBJ (-NONE- *T*-1)) (VP (VBZ knows))) (. .) (-DFL- E_S))),monomorphemic,no
302,all,True,18,condition1,a-the-some-all,14,61578:4,[],36.0,Confused,"Nothing in this seemed to make any sense, everything seemed very jumbled and confused.",3,0,0,Male,English,Chrome,Windows,1080,1920,5.58031666666667,,how are your kids handling it *t*-1?,no,yes,no,root,no,yes,,,,,,how,,,,,,,,are,handling,,,,,no,no,,(WRB How),how are your kids handling it *t*-1?,(TOP (SBARQ (WHADVP-1 (WRB How)) (SQ (VBP are) (NP-SBJ (PRP$ your) (NNS kids)) (VP (VBG handling) (NP (PRP it)) (ADVP-MNR (-NONE- *T*-1)))) (. ?) (-DFL- E_S))),monomorphemic,no
303,a,True,18,condition1,a-the-some-all,15,102105:4,[],36.0,Confused,"Nothing in this seemed to make any sense, everything seemed very jumbled and confused.",3,0,0,Male,English,Chrome,Windows,1080,1920,5.58031666666667,,"how do you usually find a, a new restaurant *t*-1?",no,yes,no,root,no,yes,,,,,,how,,,,,,,,do,usually,find,,a,,no,yes,,(WRB How),"how do you usually find a, a new restaurant *t*-1?","(TOP (SBARQ (WHADVP-1 (WRB How)) (SQ (VBP do) (NP-SBJ (PRP you)) (ADVP-TMP (RB usually)) (VP (VB find) (EDITED (RM (-DFL- \[)) (NP-UNF (DT a)) (, ,) (IP (-DFL- \+))) (NP (DT a) (RS (-DFL- \])) (JJ new) (NN restaurant)) (ADVP-MNR (-NONE- *T*-1)))) (. ?) (-DFL- E_S)))",monomorphemic,no
304,a,False,18,condition1,a-the-some-all,16,51293:9,[],36.0,Confused,"Nothing in this seemed to make any sense, everything seemed very jumbled and confused.",3,0,0,Male,English,Chrome,Windows,1080,1920,5.58031666666667,,"uh, who's the last one *t*-1.",no,yes,no,root,no,yes,,,,one,,who,,,,,,,,'s,last,,the last one,,,yes,,,(WP who),"uh, who's the last one *t*-1.","(TOP (SBARQ (INTJ (UH Uh)) (, ,) (WHNP-1 (WP who)) (SQ (BES 's) (NP-SBJ (DT the) (JJ last) (NN one)) (NP-PRD (-NONE- *T*-1))) (. .) (-DFL- E_S)))",monomorphemic,no
305,a,True,18,condition1,a-the-some-all,17,130644:22,[],36.0,Confused,"Nothing in this seemed to make any sense, everything seemed very jumbled and confused.",3,0,0,Male,English,Chrome,Windows,1080,1920,5.58031666666667,,"oh, g-, where *ich*-3 have i gone *t*-1 that *t*-2's anywhere.",no,yes,no,root,no,yes,,,,,gone,where,,,,,,,,have,gone,,,,,no,,,(WRB where),"oh, g-, where *ich*-3 have i gone *t*-1 that *t*-2's anywhere.","(TOP (SBARQ (INTJ (UH Oh)) (, ,) (EDITED (RM (-DFL- \[)) (X (XX g-)) (, ,) (IP (-DFL- \+))) (WHADVP-1 (WHADVP (WRB where)) (SBAR (-NONE- *ICH*-3))) (SQ (VBP have) (NP-SBJ (PRP I)) (VP (VBN gone) (ADVP-DIR (-NONE- *T*-1)))) (RS (-DFL- \])) (SBAR-3 (WHNP-2 (DT that)) (S (NP-SBJ (-NONE- *T*-2)) (VP (BES 's) (ADVP-LOC-PRD (RB anywhere))))) (. .) (-DFL- E_S)))",monomorphemic,no
306,sarah,Sarah,5,condition1,,1,bot_check,[],37.0,Yes,"The ""none of the above"" option wasn't working for me",2,1,1,Female,English ,Firefox,Linux,740,360,11.485999999999999,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
307,some,False,5,condition1,a-some-the-all,3,example1,[],37.0,Yes,"The ""none of the above"" option wasn't working for me",2,1,1,Female,English ,Firefox,Linux,740,360,11.485999999999999,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
308,all,False,5,condition1,a-some-the-all,3,example1,[],37.0,Yes,"The ""none of the above"" option wasn't working for me",2,1,1,Female,English ,Firefox,Linux,740,360,11.485999999999999,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
309,a,False,5,condition1,a-some-the-all,4,example2,[],37.0,Yes,"The ""none of the above"" option wasn't working for me",2,1,1,Female,English ,Firefox,Linux,740,360,11.485999999999999,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
310,all,False,5,condition1,a-some-the-all,5,example1,[],37.0,Yes,"The ""none of the above"" option wasn't working for me",2,1,1,Female,English ,Firefox,Linux,740,360,11.485999999999999,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
311,the,False,5,condition1,a-some-the-all,6,example4,[],37.0,Yes,"The ""none of the above"" option wasn't working for me",2,1,1,Female,English ,Firefox,Linux,740,360,11.485999999999999,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
312,some,True,5,condition1,a-some-the-all,8,102105:4,[],37.0,Yes,"The ""none of the above"" option wasn't working for me",2,1,1,Female,English ,Firefox,Linux,740,360,11.485999999999999,,"how do you usually find a, a new restaurant *t*-1?",no,yes,no,root,no,yes,,,,,,how,,,,,,,,do,usually,find,,a,,no,yes,,(WRB How),"how do you usually find a, a new restaurant *t*-1?","(TOP (SBARQ (WHADVP-1 (WRB How)) (SQ (VBP do) (NP-SBJ (PRP you)) (ADVP-TMP (RB usually)) (VP (VB find) (EDITED (RM (-DFL- \[)) (NP-UNF (DT a)) (, ,) (IP (-DFL- \+))) (NP (DT a) (RS (-DFL- \])) (JJ new) (NN restaurant)) (ADVP-MNR (-NONE- *T*-1)))) (. ?) (-DFL- E_S)))",monomorphemic,no
313,a,True,5,condition1,a-some-the-all,9,61578:4,[],37.0,Yes,"The ""none of the above"" option wasn't working for me",2,1,1,Female,English ,Firefox,Linux,740,360,11.485999999999999,,how are your kids handling it *t*-1?,no,yes,no,root,no,yes,,,,,,how,,,,,,,,are,handling,,,,,no,no,,(WRB How),how are your kids handling it *t*-1?,(TOP (SBARQ (WHADVP-1 (WRB How)) (SQ (VBP are) (NP-SBJ (PRP$ your) (NNS kids)) (VP (VBG handling) (NP (PRP it)) (ADVP-MNR (-NONE- *T*-1)))) (. ?) (-DFL- E_S))),monomorphemic,no
314,a,False,5,condition1,a-some-the-all,10,68569:4,[],37.0,Yes,"The ""none of the above"" option wasn't working for me",2,1,1,Female,English ,Firefox,Linux,740,360,11.485999999999999,,where do you go *t*-1?,no,yes,no,root,no,yes,,,,,,where,,,,,,,,do,go,,,,,no,,,(WRB Where),where do you go *t*-1?,(TOP (SBARQ (WHADVP-1 (WRB Where)) (SQ (VBP do) (NP-SBJ (PRP you)) (VP (VB go) (ADVP-DIR (-NONE- *T*-1)))) (. ?) (-DFL- E_S))),monomorphemic,no
315,the,False,5,condition1,a-some-the-all,11,51293:9,[],37.0,Yes,"The ""none of the above"" option wasn't working for me",2,1,1,Female,English ,Firefox,Linux,740,360,11.485999999999999,,"uh, who's the last one *t*-1.",no,yes,no,root,no,yes,,,,one,,who,,,,,,,,'s,last,,the last one,,,yes,,,(WP who),"uh, who's the last one *t*-1.","(TOP (SBARQ (INTJ (UH Uh)) (, ,) (WHNP-1 (WP who)) (SQ (BES 's) (NP-SBJ (DT the) (JJ last) (NN one)) (NP-PRD (-NONE- *T*-1))) (. .) (-DFL- E_S)))",monomorphemic,no
316,all,True,5,condition1,a-some-the-all,12,103191:13,[],37.0,Yes,"The ""none of the above"" option wasn't working for me",2,1,1,Female,English ,Firefox,Linux,740,360,11.485999999999999,,"but, uh, who *t*-1 knows what the future will hold *t*-2. uh, as far as energy goes,",no,,yes,root,no,yes,,,,,,who,,,,,,will,,knows,hold,as,the future,the future,,no,no,,(WP who),"but, uh, who *t*-1 knows what the future will hold *t*-2. uh, as far as energy goes,","(TOP (SBARQ (CC But) (, ,) (INTJ (UH uh)) (, ,) (WHNP-1 (WP who)) (SQ (NP-SBJ (-NONE- *T*-1)) (VP (VBZ knows) (SBAR (WHNP-2 (WP what)) (S (NP-SBJ (DT the) (NN future)) (VP (MD will) (VP (VB hold) (NP (-NONE- *T*-2)) (. .) (INTJ (UH Uh)) (, ,) (ADVP (ADVP (RB as) (RB far)) (SBAR (IN as) (S (NP-SBJ (NN energy)) (VP (VBZ goes))))))))))) (, ,) (-DFL- E_S)))",monomorphemic,no
317,the,False,5,condition1,a-some-the-all,13,118088:9,[],37.0,Yes,"The ""none of the above"" option wasn't working for me",2,1,1,Female,English ,Firefox,Linux,740,360,11.485999999999999,,"uh, how do you feel about taxes *t*-1?",no,yes,no,root,no,yes,,,,,,how,,,,,,,,do,feel,,,,,no,no,,(WRB how),"uh, how do you feel about taxes *t*-1?","(TOP (SBARQ (INTJ (UH Uh)) (, ,) (WHADVP-1 (WRB how)) (SQ (VBP do) (NP-SBJ (PRP you)) (VP (VB feel) (PP (IN about) (NP (NNS taxes))) (ADVP-MNR (-NONE- *T*-1)))) (. ?) (-DFL- E_S)))",monomorphemic,no
318,the,True,5,condition1,a-some-the-all,14,40349:14,[],37.0,Yes,"The ""none of the above"" option wasn't working for me",2,1,1,Female,English ,Firefox,Linux,740,360,11.485999999999999,,"you know, how can you help *-1 depending on the day care center *t*-2, you know,",no,,yes,root,no,yes,,,,,,how,,,,,,can,,help,depending,know,,the day care center,,no,no,,(WRB how),"you know, how can you help *-1 depending on the day care center *t*-2, you know,","(TOP (SBARQ (PRN (S (NP-SBJ (PRP You)) (VP (VBP know))) (, ,)) (WHADVP-2 (WRB how)) (SQ (MD can) (NP-SBJ-1 (PRP you)) (VP (VB help) (S (NP-SBJ (-NONE- *-1)) (VP (VBG depending) (PP (IN on) (NP (DT the) (NN day) (NN care) (NN center))) (ADVP-MNR (-NONE- *T*-2)))) (PRN (, ,) (S (NP-SBJ (PRP you)) (VP (VBP know)))))) (, ,) (-DFL- E_S)))",monomorphemic,no
319,all,False,5,condition1,a-some-the-all,15,60430:4,[],37.0,Yes,"The ""none of the above"" option wasn't working for me",2,1,1,Female,English ,Firefox,Linux,740,360,11.485999999999999,,who *t*-1 knows.,no,yes,no,root,no,yes,,,,,,who,,,,,,,,knows,,,,,,no,,,(WP who),who *t*-1 knows.,(TOP (SBARQ (WHNP-1 (WP who)) (SQ (NP-SBJ (-NONE- *T*-1)) (VP (VBZ knows))) (. .) (-DFL- E_S))),monomorphemic,no
320,some,False,5,condition1,a-some-the-all,16,130644:22,[],37.0,Yes,"The ""none of the above"" option wasn't working for me",2,1,1,Female,English ,Firefox,Linux,740,360,11.485999999999999,,"oh, g-, where *ich*-3 have i gone *t*-1 that *t*-2's anywhere.",no,yes,no,root,no,yes,,,,,gone,where,,,,,,,,have,gone,,,,,no,,,(WRB where),"oh, g-, where *ich*-3 have i gone *t*-1 that *t*-2's anywhere.","(TOP (SBARQ (INTJ (UH Oh)) (, ,) (EDITED (RM (-DFL- \[)) (X (XX g-)) (, ,) (IP (-DFL- \+))) (WHADVP-1 (WHADVP (WRB where)) (SBAR (-NONE- *ICH*-3))) (SQ (VBP have) (NP-SBJ (PRP I)) (VP (VBN gone) (ADVP-DIR (-NONE- *T*-1)))) (RS (-DFL- \])) (SBAR-3 (WHNP-2 (DT that)) (S (NP-SBJ (-NONE- *T*-2)) (VP (BES 's) (ADVP-LOC-PRD (RB anywhere))))) (. .) (-DFL- E_S)))",monomorphemic,no
321,some,False,5,condition1,a-some-the-all,17,37508:7,[],37.0,Yes,"The ""none of the above"" option wasn't working for me",2,1,1,Female,English ,Firefox,Linux,740,360,11.485999999999999,,well how do you think 0 the royals are going *-1 to do *t*-2?,no,yes,no,root,no,yes,,,,,,how,,,,,,,,do,think,are,the royals,the royals,,no,no,,(WRB how),well how do you think 0 the royals are going *-1 to do *t*-2?,(TOP (SBARQ (INTJ (UH well)) (WHADVP-2 (WRB how)) (SQ (VBP do) (NP-SBJ (PRP you)) (VP (VB think) (SBAR (-NONE- 0) (S (NP-SBJ-1 (DT the) (NNPS Royals)) (VP (VBP are) (VP (VBG going) (S (NP-SBJ (-NONE- *-1)) (VP (TO to) (VP (VB do) (ADVP-MNR (-NONE- *T*-2))))))))))) (. ?) (-DFL- E_S))),monomorphemic,no
322,Elizabeth,Elizabeth,14,condition1,,1,bot_check,[],30.0,Yes,,2,2,1,Male,English,Chrome,Linux,768,1366,4.4464,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
323,some,False,14,condition1,all-some-the-a,3,example1,[],30.0,Yes,,2,2,1,Male,English,Chrome,Linux,768,1366,4.4464,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
324,some,False,14,condition1,all-some-the-a,3,example1,[],30.0,Yes,,2,2,1,Male,English,Chrome,Linux,768,1366,4.4464,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
325,some,False,14,condition1,all-some-the-a,3,example1,[],30.0,Yes,,2,2,1,Male,English,Chrome,Linux,768,1366,4.4464,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
326,all,False,14,condition1,all-some-the-a,3,example1,[],30.0,Yes,,2,2,1,Male,English,Chrome,Linux,768,1366,4.4464,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
327,a,False,14,condition1,all-some-the-a,4,example2,[],30.0,Yes,,2,2,1,Male,English,Chrome,Linux,768,1366,4.4464,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
328,all,False,14,condition1,all-some-the-a,5,example1,[],30.0,Yes,,2,2,1,Male,English,Chrome,Linux,768,1366,4.4464,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
329,the,False,14,condition1,all-some-the-a,6,example4,[],30.0,Yes,,2,2,1,Male,English,Chrome,Linux,768,1366,4.4464,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
330,some,False,14,condition1,all-some-the-a,8,102105:4,[],30.0,Yes,,2,2,1,Male,English,Chrome,Linux,768,1366,4.4464,,"how do you usually find a, a new restaurant *t*-1?",no,yes,no,root,no,yes,,,,,,how,,,,,,,,do,usually,find,,a,,no,yes,,(WRB How),"how do you usually find a, a new restaurant *t*-1?","(TOP (SBARQ (WHADVP-1 (WRB How)) (SQ (VBP do) (NP-SBJ (PRP you)) (ADVP-TMP (RB usually)) (VP (VB find) (EDITED (RM (-DFL- \[)) (NP-UNF (DT a)) (, ,) (IP (-DFL- \+))) (NP (DT a) (RS (-DFL- \])) (JJ new) (NN restaurant)) (ADVP-MNR (-NONE- *T*-1)))) (. ?) (-DFL- E_S)))",monomorphemic,no
331,all,False,14,condition1,all-some-the-a,9,60430:4,[],30.0,Yes,,2,2,1,Male,English,Chrome,Linux,768,1366,4.4464,,who *t*-1 knows.,no,yes,no,root,no,yes,,,,,,who,,,,,,,,knows,,,,,,no,,,(WP who),who *t*-1 knows.,(TOP (SBARQ (WHNP-1 (WP who)) (SQ (NP-SBJ (-NONE- *T*-1)) (VP (VBZ knows))) (. .) (-DFL- E_S))),monomorphemic,no
332,the,False,14,condition1,all-some-the-a,10,61578:4,[],30.0,Yes,,2,2,1,Male,English,Chrome,Linux,768,1366,4.4464,,how are your kids handling it *t*-1?,no,yes,no,root,no,yes,,,,,,how,,,,,,,,are,handling,,,,,no,no,,(WRB How),how are your kids handling it *t*-1?,(TOP (SBARQ (WHADVP-1 (WRB How)) (SQ (VBP are) (NP-SBJ (PRP$ your) (NNS kids)) (VP (VBG handling) (NP (PRP it)) (ADVP-MNR (-NONE- *T*-1)))) (. ?) (-DFL- E_S))),monomorphemic,no
333,some,False,14,condition1,all-some-the-a,11,40349:14,[],30.0,Yes,,2,2,1,Male,English,Chrome,Linux,768,1366,4.4464,,"you know, how can you help *-1 depending on the day care center *t*-2, you know,",no,,yes,root,no,yes,,,,,,how,,,,,,can,,help,depending,know,,the day care center,,no,no,,(WRB how),"you know, how can you help *-1 depending on the day care center *t*-2, you know,","(TOP (SBARQ (PRN (S (NP-SBJ (PRP You)) (VP (VBP know))) (, ,)) (WHADVP-2 (WRB how)) (SQ (MD can) (NP-SBJ-1 (PRP you)) (VP (VB help) (S (NP-SBJ (-NONE- *-1)) (VP (VBG depending) (PP (IN on) (NP (DT the) (NN day) (NN care) (NN center))) (ADVP-MNR (-NONE- *T*-2)))) (PRN (, ,) (S (NP-SBJ (PRP you)) (VP (VBP know)))))) (, ,) (-DFL- E_S)))",monomorphemic,no
334,a,False,14,condition1,all-some-the-a,12,103191:13,[],30.0,Yes,,2,2,1,Male,English,Chrome,Linux,768,1366,4.4464,,"but, uh, who *t*-1 knows what the future will hold *t*-2. uh, as far as energy goes,",no,,yes,root,no,yes,,,,,,who,,,,,,will,,knows,hold,as,the future,the future,,no,no,,(WP who),"but, uh, who *t*-1 knows what the future will hold *t*-2. uh, as far as energy goes,","(TOP (SBARQ (CC But) (, ,) (INTJ (UH uh)) (, ,) (WHNP-1 (WP who)) (SQ (NP-SBJ (-NONE- *T*-1)) (VP (VBZ knows) (SBAR (WHNP-2 (WP what)) (S (NP-SBJ (DT the) (NN future)) (VP (MD will) (VP (VB hold) (NP (-NONE- *T*-2)) (. .) (INTJ (UH Uh)) (, ,) (ADVP (ADVP (RB as) (RB far)) (SBAR (IN as) (S (NP-SBJ (NN energy)) (VP (VBZ goes))))))))))) (, ,) (-DFL- E_S)))",monomorphemic,no
335,the,False,14,condition1,all-some-the-a,13,51293:9,[],30.0,Yes,,2,2,1,Male,English,Chrome,Linux,768,1366,4.4464,,"uh, who's the last one *t*-1.",no,yes,no,root,no,yes,,,,one,,who,,,,,,,,'s,last,,the last one,,,yes,,,(WP who),"uh, who's the last one *t*-1.","(TOP (SBARQ (INTJ (UH Uh)) (, ,) (WHNP-1 (WP who)) (SQ (BES 's) (NP-SBJ (DT the) (JJ last) (NN one)) (NP-PRD (-NONE- *T*-1))) (. .) (-DFL- E_S)))",monomorphemic,no
336,a,False,14,condition1,all-some-the-a,14,130644:22,[],30.0,Yes,,2,2,1,Male,English,Chrome,Linux,768,1366,4.4464,,"oh, g-, where *ich*-3 have i gone *t*-1 that *t*-2's anywhere.",no,yes,no,root,no,yes,,,,,gone,where,,,,,,,,have,gone,,,,,no,,,(WRB where),"oh, g-, where *ich*-3 have i gone *t*-1 that *t*-2's anywhere.","(TOP (SBARQ (INTJ (UH Oh)) (, ,) (EDITED (RM (-DFL- \[)) (X (XX g-)) (, ,) (IP (-DFL- \+))) (WHADVP-1 (WHADVP (WRB where)) (SBAR (-NONE- *ICH*-3))) (SQ (VBP have) (NP-SBJ (PRP I)) (VP (VBN gone) (ADVP-DIR (-NONE- *T*-1)))) (RS (-DFL- \])) (SBAR-3 (WHNP-2 (DT that)) (S (NP-SBJ (-NONE- *T*-2)) (VP (BES 's) (ADVP-LOC-PRD (RB anywhere))))) (. .) (-DFL- E_S)))",monomorphemic,no
337,the,False,14,condition1,all-some-the-a,15,118088:9,[],30.0,Yes,,2,2,1,Male,English,Chrome,Linux,768,1366,4.4464,,"uh, how do you feel about taxes *t*-1?",no,yes,no,root,no,yes,,,,,,how,,,,,,,,do,feel,,,,,no,no,,(WRB how),"uh, how do you feel about taxes *t*-1?","(TOP (SBARQ (INTJ (UH Uh)) (, ,) (WHADVP-1 (WRB how)) (SQ (VBP do) (NP-SBJ (PRP you)) (VP (VB feel) (PP (IN about) (NP (NNS taxes))) (ADVP-MNR (-NONE- *T*-1)))) (. ?) (-DFL- E_S)))",monomorphemic,no
338,the,False,14,condition1,all-some-the-a,16,37508:7,[],30.0,Yes,,2,2,1,Male,English,Chrome,Linux,768,1366,4.4464,,well how do you think 0 the royals are going *-1 to do *t*-2?,no,yes,no,root,no,yes,,,,,,how,,,,,,,,do,think,are,the royals,the royals,,no,no,,(WRB how),well how do you think 0 the royals are going *-1 to do *t*-2?,(TOP (SBARQ (INTJ (UH well)) (WHADVP-2 (WRB how)) (SQ (VBP do) (NP-SBJ (PRP you)) (VP (VB think) (SBAR (-NONE- 0) (S (NP-SBJ-1 (DT the) (NNPS Royals)) (VP (VBP are) (VP (VBG going) (S (NP-SBJ (-NONE- *-1)) (VP (TO to) (VP (VB do) (ADVP-MNR (-NONE- *T*-2))))))))))) (. ?) (-DFL- E_S))),monomorphemic,no
339,the,False,14,condition1,all-some-the-a,17,68569:4,[],30.0,Yes,,2,2,1,Male,English,Chrome,Linux,768,1366,4.4464,,where do you go *t*-1?,no,yes,no,root,no,yes,,,,,,where,,,,,,,,do,go,,,,,no,,,(WRB Where),where do you go *t*-1?,(TOP (SBARQ (WHADVP-1 (WRB Where)) (SQ (VBP do) (NP-SBJ (PRP you)) (VP (VB go) (ADVP-DIR (-NONE- *T*-1)))) (. ?) (-DFL- E_S))),monomorphemic,no
340,Sarah,Sarah,24,condition1,,1,bot_check,[],65.0,Yes,,3,1,1,Female,english,Chrome,Windows,720,1280,45.2247166666667,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
341,the,False,24,condition1,the-a-some-all,3,example1,[],65.0,Yes,,3,1,1,Female,english,Chrome,Windows,720,1280,45.2247166666667,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
342,the,False,24,condition1,the-a-some-all,3,example1,[],65.0,Yes,,3,1,1,Female,english,Chrome,Windows,720,1280,45.2247166666667,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
343,all,False,24,condition1,the-a-some-all,3,example1,[],65.0,Yes,,3,1,1,Female,english,Chrome,Windows,720,1280,45.2247166666667,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
344,some,False,24,condition1,the-a-some-all,4,example2,[],65.0,Yes,,3,1,1,Female,english,Chrome,Windows,720,1280,45.2247166666667,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
345,all,False,24,condition1,the-a-some-all,5,example1,[],65.0,Yes,,3,1,1,Female,english,Chrome,Windows,720,1280,45.2247166666667,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
346,the,False,24,condition1,the-a-some-all,6,example4,[],65.0,Yes,,3,1,1,Female,english,Chrome,Windows,720,1280,45.2247166666667,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
347,the,False,24,condition1,the-a-some-all,8,51293:9,[],65.0,Yes,,3,1,1,Female,english,Chrome,Windows,720,1280,45.2247166666667,,"uh, who's the last one *t*-1.",no,yes,no,root,no,yes,,,,one,,who,,,,,,,,'s,last,,the last one,,,yes,,,(WP who),"uh, who's the last one *t*-1.","(TOP (SBARQ (INTJ (UH Uh)) (, ,) (WHNP-1 (WP who)) (SQ (BES 's) (NP-SBJ (DT the) (JJ last) (NN one)) (NP-PRD (-NONE- *T*-1))) (. .) (-DFL- E_S)))",monomorphemic,no
348,all,True,24,condition1,the-a-some-all,9,103191:13,[],65.0,Yes,,3,1,1,Female,english,Chrome,Windows,720,1280,45.2247166666667,,"but, uh, who *t*-1 knows what the future will hold *t*-2. uh, as far as energy goes,",no,,yes,root,no,yes,,,,,,who,,,,,,will,,knows,hold,as,the future,the future,,no,no,,(WP who),"but, uh, who *t*-1 knows what the future will hold *t*-2. uh, as far as energy goes,","(TOP (SBARQ (CC But) (, ,) (INTJ (UH uh)) (, ,) (WHNP-1 (WP who)) (SQ (NP-SBJ (-NONE- *T*-1)) (VP (VBZ knows) (SBAR (WHNP-2 (WP what)) (S (NP-SBJ (DT the) (NN future)) (VP (MD will) (VP (VB hold) (NP (-NONE- *T*-2)) (. .) (INTJ (UH Uh)) (, ,) (ADVP (ADVP (RB as) (RB far)) (SBAR (IN as) (S (NP-SBJ (NN energy)) (VP (VBZ goes))))))))))) (, ,) (-DFL- E_S)))",monomorphemic,no
349,all,False,24,condition1,the-a-some-all,10,68569:4,[],65.0,Yes,,3,1,1,Female,english,Chrome,Windows,720,1280,45.2247166666667,,where do you go *t*-1?,no,yes,no,root,no,yes,,,,,,where,,,,,,,,do,go,,,,,no,,,(WRB Where),where do you go *t*-1?,(TOP (SBARQ (WHADVP-1 (WRB Where)) (SQ (VBP do) (NP-SBJ (PRP you)) (VP (VB go) (ADVP-DIR (-NONE- *T*-1)))) (. ?) (-DFL- E_S))),monomorphemic,no
