workerid,proliferate.condition,order,response,slide_number_in_experiment,tgrep_id,catch_trials,subject_information.age,subject_information.asses,subject_information.comments,subject_information.education,subject_information.enjoyment,subject_information.fairprice,subject_information.gender,subject_information.language,system.Browser,system.OS,system.screenH,system.screenW,time_in_minutes,error
29,condition1,all-the-a-some,"['the', True]",3,example1,[],33,No,"I didn't pick ""I was confused"", but I was a little confused at times.",3,2,1,Female,English,Safari,Mac,800,1280,6.97245,
29,condition1,all-the-a-some,"['all', False]",3,example1,[],33,No,"I didn't pick ""I was confused"", but I was a little confused at times.",3,2,1,Female,English,Safari,Mac,800,1280,6.97245,
29,condition1,all-the-a-some,"['some', False]",4,example2,[],33,No,"I didn't pick ""I was confused"", but I was a little confused at times.",3,2,1,Female,English,Safari,Mac,800,1280,6.97245,
29,condition1,all-the-a-some,"['all', False]",5,example1,[],33,No,"I didn't pick ""I was confused"", but I was a little confused at times.",3,2,1,Female,English,Safari,Mac,800,1280,6.97245,
29,condition1,all-the-a-some,"['a', False]",6,example4,[],33,No,"I didn't pick ""I was confused"", but I was a little confused at times.",3,2,1,Female,English,Safari,Mac,800,1280,6.97245,
29,condition1,all-the-a-some,"['some', False]",8,103191:13,[],33,No,"I didn't pick ""I was confused"", but I was a little confused at times.",3,2,1,Female,English,Safari,Mac,800,1280,6.97245,
29,condition1,all-the-a-some,"['all', False]",9,118088:9,[],33,No,"I didn't pick ""I was confused"", but I was a little confused at times.",3,2,1,Female,English,Safari,Mac,800,1280,6.97245,
29,condition1,all-the-a-some,"['the', False]",10,61578:4,[],33,No,"I didn't pick ""I was confused"", but I was a little confused at times.",3,2,1,Female,English,Safari,Mac,800,1280,6.97245,
29,condition1,all-the-a-some,"['some', False]",11,37508:7,[],33,No,"I didn't pick ""I was confused"", but I was a little confused at times.",3,2,1,Female,English,Safari,Mac,800,1280,6.97245,
29,condition1,all-the-a-some,"['a', False]",12,60430:4,[],33,No,"I didn't pick ""I was confused"", but I was a little confused at times.",3,2,1,Female,English,Safari,Mac,800,1280,6.97245,
29,condition1,all-the-a-some,"['some', False]",13,40349:14,[],33,No,"I didn't pick ""I was confused"", but I was a little confused at times.",3,2,1,Female,English,Safari,Mac,800,1280,6.97245,
29,condition1,all-the-a-some,"['the', False]",14,102105:4,[],33,No,"I didn't pick ""I was confused"", but I was a little confused at times.",3,2,1,Female,English,Safari,Mac,800,1280,6.97245,
29,condition1,all-the-a-some,"['the', False]",15,68569:4,[],33,No,"I didn't pick ""I was confused"", but I was a little confused at times.",3,2,1,Female,English,Safari,Mac,800,1280,6.97245,
29,condition1,all-the-a-some,"['the', False]",16,51293:9,[],33,No,"I didn't pick ""I was confused"", but I was a little confused at times.",3,2,1,Female,English,Safari,Mac,800,1280,6.97245,
29,condition1,all-the-a-some,"['the', False]",17,130644:22,[],33,No,"I didn't pick ""I was confused"", but I was a little confused at times.",3,2,1,Female,English,Safari,Mac,800,1280,6.97245,
13,condition1,,"['Susan', 'Susan']",1,bot_check,[],58,Yes,,2,2,1,Female,English,Chrome,Linux,765,353,6.284316666666666,
13,condition1,the-some-a-all,"['the', False]",3,example1,[],58,Yes,,2,2,1,Female,English,Chrome,Linux,765,353,6.284316666666666,
13,condition1,the-some-a-all,"['all', False]",3,example1,[],58,Yes,,2,2,1,Female,English,Chrome,Linux,765,353,6.284316666666666,
13,condition1,the-some-a-all,"['some', False]",4,example2,[],58,Yes,,2,2,1,Female,English,Chrome,Linux,765,353,6.284316666666666,
13,condition1,the-some-a-all,"['all', False]",5,example1,[],58,Yes,,2,2,1,Female,English,Chrome,Linux,765,353,6.284316666666666,
13,condition1,the-some-a-all,"['the', False]",6,example4,[],58,Yes,,2,2,1,Female,English,Chrome,Linux,765,353,6.284316666666666,
13,condition1,the-some-a-all,"['all', False]",8,37508:7,[],58,Yes,,2,2,1,Female,English,Chrome,Linux,765,353,6.284316666666666,
13,condition1,the-some-a-all,"['some', False]",9,103191:13,[],58,Yes,,2,2,1,Female,English,Chrome,Linux,765,353,6.284316666666666,
13,condition1,the-some-a-all,"['all', False]",10,118088:9,[],58,Yes,,2,2,1,Female,English,Chrome,Linux,765,353,6.284316666666666,
13,condition1,the-some-a-all,"['some', False]",11,102105:4,[],58,Yes,,2,2,1,Female,English,Chrome,Linux,765,353,6.284316666666666,
13,condition1,the-some-a-all,"['some', False]",12,130644:22,[],58,Yes,,2,2,1,Female,English,Chrome,Linux,765,353,6.284316666666666,
13,condition1,the-some-a-all,"['the', False]",13,40349:14,[],58,Yes,,2,2,1,Female,English,Chrome,Linux,765,353,6.284316666666666,
13,condition1,the-some-a-all,"['the', False]",14,51293:9,[],58,Yes,,2,2,1,Female,English,Chrome,Linux,765,353,6.284316666666666,
13,condition1,the-some-a-all,"['all', False]",15,61578:4,[],58,Yes,,2,2,1,Female,English,Chrome,Linux,765,353,6.284316666666666,
13,condition1,the-some-a-all,"['a', True]",16,60430:4,[],58,Yes,,2,2,1,Female,English,Chrome,Linux,765,353,6.284316666666666,
13,condition1,the-some-a-all,"['the', False]",17,68569:4,[],58,Yes,,2,2,1,Female,English,Chrome,Linux,765,353,6.284316666666666,
16,condition1,,"['Sarah', 'Sarah']",1,bot_check,[],22,Yes,,2,1,1,Female,English,Safari,Mac,900,1440,9.441283333333333,
16,condition1,some-all-the-a,"['all', False]",3,example1,[],22,Yes,,2,1,1,Female,English,Safari,Mac,900,1440,9.441283333333333,
16,condition1,some-all-the-a,"['some', False]",4,example2,[],22,Yes,,2,1,1,Female,English,Safari,Mac,900,1440,9.441283333333333,
16,condition1,some-all-the-a,"['all', False]",5,example1,[],22,Yes,,2,1,1,Female,English,Safari,Mac,900,1440,9.441283333333333,
16,condition1,some-all-the-a,"['the', False]",6,example4,[],22,Yes,,2,1,1,Female,English,Safari,Mac,900,1440,9.441283333333333,
16,condition1,some-all-the-a,"['a', False]",8,130644:22,[],22,Yes,,2,1,1,Female,English,Safari,Mac,900,1440,9.441283333333333,
16,condition1,some-all-the-a,"['the', False]",9,51293:9,[],22,Yes,,2,1,1,Female,English,Safari,Mac,900,1440,9.441283333333333,
16,condition1,some-all-the-a,"['some', False]",10,68569:4,[],22,Yes,,2,1,1,Female,English,Safari,Mac,900,1440,9.441283333333333,
16,condition1,some-all-the-a,"['some', False]",11,60430:4,[],22,Yes,,2,1,1,Female,English,Safari,Mac,900,1440,9.441283333333333,
16,condition1,some-all-the-a,"['some', False]",12,37508:7,[],22,Yes,,2,1,1,Female,English,Safari,Mac,900,1440,9.441283333333333,
16,condition1,some-all-the-a,"['a', False]",13,103191:13,[],22,Yes,,2,1,1,Female,English,Safari,Mac,900,1440,9.441283333333333,
16,condition1,some-all-the-a,"['some', False]",14,40349:14,[],22,Yes,,2,1,1,Female,English,Safari,Mac,900,1440,9.441283333333333,
16,condition1,some-all-the-a,"['the', False]",15,102105:4,[],22,Yes,,2,1,1,Female,English,Safari,Mac,900,1440,9.441283333333333,
16,condition1,some-all-the-a,"['the', False]",16,118088:9,[],22,Yes,,2,1,1,Female,English,Safari,Mac,900,1440,9.441283333333333,
16,condition1,some-all-the-a,"['the', False]",17,61578:4,[],22,Yes,,2,1,1,Female,English,Safari,Mac,900,1440,9.441283333333333,
32,condition1,,"['Linda', 'Linda']",1,bot_check,[],23,Yes,,4,1,1,Female,English,Chrome,Windows,1003,1504,5.029633333333333,
32,condition1,some-all-the-a,"['a', False]",3,example1,[],23,Yes,,4,1,1,Female,English,Chrome,Windows,1003,1504,5.029633333333333,
32,condition1,some-all-the-a,"['all', False]",3,example1,[],23,Yes,,4,1,1,Female,English,Chrome,Windows,1003,1504,5.029633333333333,
32,condition1,some-all-the-a,"['a', False]",4,example2,[],23,Yes,,4,1,1,Female,English,Chrome,Windows,1003,1504,5.029633333333333,
32,condition1,some-all-the-a,"['all', False]",5,example1,[],23,Yes,,4,1,1,Female,English,Chrome,Windows,1003,1504,5.029633333333333,
32,condition1,some-all-the-a,"['the', False]",6,example4,[],23,Yes,,4,1,1,Female,English,Chrome,Windows,1003,1504,5.029633333333333,
32,condition1,some-all-the-a,"['the', True]",8,60430:4,[],23,Yes,,4,1,1,Female,English,Chrome,Windows,1003,1504,5.029633333333333,
32,condition1,some-all-the-a,"['all', False]",9,130644:22,[],23,Yes,,4,1,1,Female,English,Chrome,Windows,1003,1504,5.029633333333333,
32,condition1,some-all-the-a,"['a', False]",10,102105:4,[],23,Yes,,4,1,1,Female,English,Chrome,Windows,1003,1504,5.029633333333333,
32,condition1,some-all-the-a,"['the', False]",11,61578:4,[],23,Yes,,4,1,1,Female,English,Chrome,Windows,1003,1504,5.029633333333333,
32,condition1,some-all-the-a,"['the', False]",12,118088:9,[],23,Yes,,4,1,1,Female,English,Chrome,Windows,1003,1504,5.029633333333333,
32,condition1,some-all-the-a,"['a', False]",13,40349:14,[],23,Yes,,4,1,1,Female,English,Chrome,Windows,1003,1504,5.029633333333333,
32,condition1,some-all-the-a,"['a', False]",14,103191:13,[],23,Yes,,4,1,1,Female,English,Chrome,Windows,1003,1504,5.029633333333333,
32,condition1,some-all-the-a,"['all', False]",15,68569:4,[],23,Yes,,4,1,1,Female,English,Chrome,Windows,1003,1504,5.029633333333333,
32,condition1,some-all-the-a,"['the', False]",16,51293:9,[],23,Yes,,4,1,1,Female,English,Chrome,Windows,1003,1504,5.029633333333333,
32,condition1,some-all-the-a,"['a', False]",17,37508:7,[],23,Yes,,4,1,1,Female,English,Chrome,Windows,1003,1504,5.029633333333333,
20,condition1,,"['Mary', 'Mary']",1,bot_check,[],24,Confused,N/A,4,1,1,Female,English,Chrome,Windows,864,1536,4.2178,
20,condition1,all-a-some-the,"['a', False]",3,example1,[],24,Confused,N/A,4,1,1,Female,English,Chrome,Windows,864,1536,4.2178,
20,condition1,all-a-some-the,"['all', False]",3,example1,[],24,Confused,N/A,4,1,1,Female,English,Chrome,Windows,864,1536,4.2178,
20,condition1,all-a-some-the,"['some', False]",4,example2,[],24,Confused,N/A,4,1,1,Female,English,Chrome,Windows,864,1536,4.2178,
20,condition1,all-a-some-the,"['all', False]",5,example1,[],24,Confused,N/A,4,1,1,Female,English,Chrome,Windows,864,1536,4.2178,
20,condition1,all-a-some-the,"['a', False]",6,example4,[],24,Confused,N/A,4,1,1,Female,English,Chrome,Windows,864,1536,4.2178,
20,condition1,all-a-some-the,"['some', False]",8,40349:14,[],24,Confused,N/A,4,1,1,Female,English,Chrome,Windows,864,1536,4.2178,
20,condition1,all-a-some-the,"['some', False]",9,68569:4,[],24,Confused,N/A,4,1,1,Female,English,Chrome,Windows,864,1536,4.2178,
20,condition1,all-a-some-the,"['some', False]",10,60430:4,[],24,Confused,N/A,4,1,1,Female,English,Chrome,Windows,864,1536,4.2178,
20,condition1,all-a-some-the,"['some', False]",11,130644:22,[],24,Confused,N/A,4,1,1,Female,English,Chrome,Windows,864,1536,4.2178,
20,condition1,all-a-some-the,"['a', False]",12,102105:4,[],24,Confused,N/A,4,1,1,Female,English,Chrome,Windows,864,1536,4.2178,
20,condition1,all-a-some-the,"['some', True]",13,103191:13,[],24,Confused,N/A,4,1,1,Female,English,Chrome,Windows,864,1536,4.2178,
20,condition1,all-a-some-the,"['the', False]",14,51293:9,[],24,Confused,N/A,4,1,1,Female,English,Chrome,Windows,864,1536,4.2178,
20,condition1,all-a-some-the,"['some', False]",15,37508:7,[],24,Confused,N/A,4,1,1,Female,English,Chrome,Windows,864,1536,4.2178,
20,condition1,all-a-some-the,"['the', False]",16,118088:9,[],24,Confused,N/A,4,1,1,Female,English,Chrome,Windows,864,1536,4.2178,
20,condition1,all-a-some-the,"['some', False]",17,61578:4,[],24,Confused,N/A,4,1,1,Female,English,Chrome,Windows,864,1536,4.2178,
28,condition1,,"['Susan', 'Susan']",1,bot_check,[],24,Yes,,3,1,1,Female,English,Chrome,Mac,800,1280,2.3094,
28,condition1,all-a-some-the,"['the', False]",3,example1,[],24,Yes,,3,1,1,Female,English,Chrome,Mac,800,1280,2.3094,
28,condition1,all-a-some-the,"['a', False]",3,example1,[],24,Yes,,3,1,1,Female,English,Chrome,Mac,800,1280,2.3094,
28,condition1,all-a-some-the,"['a', False]",3,example1,[],24,Yes,,3,1,1,Female,English,Chrome,Mac,800,1280,2.3094,
28,condition1,all-a-some-the,"['all', False]",3,example1,[],24,Yes,,3,1,1,Female,English,Chrome,Mac,800,1280,2.3094,
28,condition1,all-a-some-the,"['a', False]",4,example2,[],24,Yes,,3,1,1,Female,English,Chrome,Mac,800,1280,2.3094,
28,condition1,all-a-some-the,"['all', False]",5,example1,[],24,Yes,,3,1,1,Female,English,Chrome,Mac,800,1280,2.3094,
28,condition1,all-a-some-the,"['a', False]",6,example4,[],24,Yes,,3,1,1,Female,English,Chrome,Mac,800,1280,2.3094,
28,condition1,all-a-some-the,"['a', False]",8,118088:9,[],24,Yes,,3,1,1,Female,English,Chrome,Mac,800,1280,2.3094,
28,condition1,all-a-some-the,"['a', False]",9,40349:14,[],24,Yes,,3,1,1,Female,English,Chrome,Mac,800,1280,2.3094,
28,condition1,all-a-some-the,"['a', False]",10,68569:4,[],24,Yes,,3,1,1,Female,English,Chrome,Mac,800,1280,2.3094,
28,condition1,all-a-some-the,"['a', False]",11,103191:13,[],24,Yes,,3,1,1,Female,English,Chrome,Mac,800,1280,2.3094,
28,condition1,all-a-some-the,"['a', False]",12,60430:4,[],24,Yes,,3,1,1,Female,English,Chrome,Mac,800,1280,2.3094,
28,condition1,all-a-some-the,"['a', False]",13,102105:4,[],24,Yes,,3,1,1,Female,English,Chrome,Mac,800,1280,2.3094,
28,condition1,all-a-some-the,"['a', False]",14,130644:22,[],24,Yes,,3,1,1,Female,English,Chrome,Mac,800,1280,2.3094,
28,condition1,all-a-some-the,"['the', False]",15,37508:7,[],24,Yes,,3,1,1,Female,English,Chrome,Mac,800,1280,2.3094,
28,condition1,all-a-some-the,"['the', False]",16,51293:9,[],24,Yes,,3,1,1,Female,English,Chrome,Mac,800,1280,2.3094,
28,condition1,all-a-some-the,"['the', False]",17,61578:4,[],24,Yes,,3,1,1,Female,English,Chrome,Mac,800,1280,2.3094,
41,condition1,,"['Elizabeth', 'Elizabeth']",1,bot_check,[],22,Yes,n/a,3,1,1,Female,English,Chrome,Mac,900,1440,5.984083333333333,
41,condition1,a-some-all-the,"['a', False]",3,example1,[],22,Yes,n/a,3,1,1,Female,English,Chrome,Mac,900,1440,5.984083333333333,
41,condition1,a-some-all-the,"['a', False]",3,example1,[],22,Yes,n/a,3,1,1,Female,English,Chrome,Mac,900,1440,5.984083333333333,
41,condition1,a-some-all-the,"['a', False]",3,example1,[],22,Yes,n/a,3,1,1,Female,English,Chrome,Mac,900,1440,5.984083333333333,
41,condition1,a-some-all-the,"['a', True]",3,example1,[],22,Yes,n/a,3,1,1,Female,English,Chrome,Mac,900,1440,5.984083333333333,
41,condition1,a-some-all-the,"['a', False]",3,example1,[],22,Yes,n/a,3,1,1,Female,English,Chrome,Mac,900,1440,5.984083333333333,
41,condition1,a-some-all-the,"['the', False]",3,example1,[],22,Yes,n/a,3,1,1,Female,English,Chrome,Mac,900,1440,5.984083333333333,
41,condition1,a-some-all-the,"['all', False]",3,example1,[],22,Yes,n/a,3,1,1,Female,English,Chrome,Mac,900,1440,5.984083333333333,
41,condition1,a-some-all-the,"['some', False]",4,example2,[],22,Yes,n/a,3,1,1,Female,English,Chrome,Mac,900,1440,5.984083333333333,
41,condition1,a-some-all-the,"['all', False]",5,example1,[],22,Yes,n/a,3,1,1,Female,English,Chrome,Mac,900,1440,5.984083333333333,
41,condition1,a-some-all-the,"['a', False]",6,example4,[],22,Yes,n/a,3,1,1,Female,English,Chrome,Mac,900,1440,5.984083333333333,
41,condition1,a-some-all-the,"['the', False]",8,118088:9,[],22,Yes,n/a,3,1,1,Female,English,Chrome,Mac,900,1440,5.984083333333333,
41,condition1,a-some-all-the,"['a', False]",9,40349:14,[],22,Yes,n/a,3,1,1,Female,English,Chrome,Mac,900,1440,5.984083333333333,
41,condition1,a-some-all-the,"['the', False]",10,37508:7,[],22,Yes,n/a,3,1,1,Female,English,Chrome,Mac,900,1440,5.984083333333333,
41,condition1,a-some-all-the,"['the', False]",11,61578:4,[],22,Yes,n/a,3,1,1,Female,English,Chrome,Mac,900,1440,5.984083333333333,
41,condition1,a-some-all-the,"['the', False]",12,102105:4,[],22,Yes,n/a,3,1,1,Female,English,Chrome,Mac,900,1440,5.984083333333333,
41,condition1,a-some-all-the,"['a', False]",13,60430:4,[],22,Yes,n/a,3,1,1,Female,English,Chrome,Mac,900,1440,5.984083333333333,
41,condition1,a-some-all-the,"['some', False]",14,103191:13,[],22,Yes,n/a,3,1,1,Female,English,Chrome,Mac,900,1440,5.984083333333333,
41,condition1,a-some-all-the,"['the', False]",15,130644:22,[],22,Yes,n/a,3,1,1,Female,English,Chrome,Mac,900,1440,5.984083333333333,
41,condition1,a-some-all-the,"['the', False]",16,68569:4,[],22,Yes,n/a,3,1,1,Female,English,Chrome,Mac,900,1440,5.984083333333333,
41,condition1,a-some-all-the,"['the', False]",17,51293:9,[],22,Yes,n/a,3,1,1,Female,English,Chrome,Mac,900,1440,5.984083333333333,
40,condition1,,"['Patricia', 'Patricia']",1,bot_check,[],18,No,,2,1,1,Other,english,Chrome,Windows,912,1368,4.8212166666666665,
40,condition1,some-a-the-all,"['a', False]",3,example1,[],18,No,,2,1,1,Other,english,Chrome,Windows,912,1368,4.8212166666666665,
40,condition1,some-a-the-all,"['all', False]",3,example1,[],18,No,,2,1,1,Other,english,Chrome,Windows,912,1368,4.8212166666666665,
40,condition1,some-a-the-all,"['a', False]",4,example2,[],18,No,,2,1,1,Other,english,Chrome,Windows,912,1368,4.8212166666666665,
40,condition1,some-a-the-all,"['some', False]",5,example1,[],18,No,,2,1,1,Other,english,Chrome,Windows,912,1368,4.8212166666666665,
40,condition1,some-a-the-all,"['all', False]",5,example1,[],18,No,,2,1,1,Other,english,Chrome,Windows,912,1368,4.8212166666666665,
40,condition1,some-a-the-all,"['the', False]",6,example4,[],18,No,,2,1,1,Other,english,Chrome,Windows,912,1368,4.8212166666666665,
40,condition1,some-a-the-all,"['the', False]",8,118088:9,[],18,No,,2,1,1,Other,english,Chrome,Windows,912,1368,4.8212166666666665,
40,condition1,some-a-the-all,"['a', False]",9,68569:4,[],18,No,,2,1,1,Other,english,Chrome,Windows,912,1368,4.8212166666666665,
40,condition1,some-a-the-all,"['some', False]",10,130644:22,[],18,No,,2,1,1,Other,english,Chrome,Windows,912,1368,4.8212166666666665,
40,condition1,some-a-the-all,"['a', False]",11,37508:7,[],18,No,,2,1,1,Other,english,Chrome,Windows,912,1368,4.8212166666666665,
40,condition1,some-a-the-all,"['all', False]",12,60430:4,[],18,No,,2,1,1,Other,english,Chrome,Windows,912,1368,4.8212166666666665,
40,condition1,some-a-the-all,"['the', False]",13,102105:4,[],18,No,,2,1,1,Other,english,Chrome,Windows,912,1368,4.8212166666666665,
40,condition1,some-a-the-all,"['the', False]",14,103191:13,[],18,No,,2,1,1,Other,english,Chrome,Windows,912,1368,4.8212166666666665,
40,condition1,some-a-the-all,"['some', False]",15,40349:14,[],18,No,,2,1,1,Other,english,Chrome,Windows,912,1368,4.8212166666666665,
40,condition1,some-a-the-all,"['the', False]",16,51293:9,[],18,No,,2,1,1,Other,english,Chrome,Windows,912,1368,4.8212166666666665,
40,condition1,some-a-the-all,"['some', False]",17,61578:4,[],18,No,,2,1,1,Other,english,Chrome,Windows,912,1368,4.8212166666666665,
30,condition1,,"['Jennifer', 'Jennifer']",1,bot_check,[],19,No,,1,1,1,Female,English,Chrome,Mac,1050,1680,2.7709,
30,condition1,some-all-a-the,"['the', False]",3,example1,[],19,No,,1,1,1,Female,English,Chrome,Mac,1050,1680,2.7709,
30,condition1,some-all-a-the,"['the', False]",3,example1,[],19,No,,1,1,1,Female,English,Chrome,Mac,1050,1680,2.7709,
30,condition1,some-all-a-the,"['a', True]",3,example1,[],19,No,,1,1,1,Female,English,Chrome,Mac,1050,1680,2.7709,
30,condition1,some-all-a-the,"['all', False]",3,example1,[],19,No,,1,1,1,Female,English,Chrome,Mac,1050,1680,2.7709,
30,condition1,some-all-a-the,"['the', False]",4,example2,[],19,No,,1,1,1,Female,English,Chrome,Mac,1050,1680,2.7709,
30,condition1,some-all-a-the,"['some', False]",4,example2,[],19,No,,1,1,1,Female,English,Chrome,Mac,1050,1680,2.7709,
30,condition1,some-all-a-the,"['all', False]",5,example1,[],19,No,,1,1,1,Female,English,Chrome,Mac,1050,1680,2.7709,
30,condition1,some-all-a-the,"['all', False]",6,example4,[],19,No,,1,1,1,Female,English,Chrome,Mac,1050,1680,2.7709,
30,condition1,some-all-a-the,"['the', False]",6,example4,[],19,No,,1,1,1,Female,English,Chrome,Mac,1050,1680,2.7709,
30,condition1,some-all-a-the,"['the', False]",8,118088:9,[],19,No,,1,1,1,Female,English,Chrome,Mac,1050,1680,2.7709,
30,condition1,some-all-a-the,"['all', False]",9,130644:22,[],19,No,,1,1,1,Female,English,Chrome,Mac,1050,1680,2.7709,
30,condition1,some-all-a-the,"['the', False]",10,68569:4,[],19,No,,1,1,1,Female,English,Chrome,Mac,1050,1680,2.7709,
30,condition1,some-all-a-the,"['all', False]",11,60430:4,[],19,No,,1,1,1,Female,English,Chrome,Mac,1050,1680,2.7709,
30,condition1,some-all-a-the,"['some', False]",12,61578:4,[],19,No,,1,1,1,Female,English,Chrome,Mac,1050,1680,2.7709,
30,condition1,some-all-a-the,"['all', False]",13,37508:7,[],19,No,,1,1,1,Female,English,Chrome,Mac,1050,1680,2.7709,
30,condition1,some-all-a-the,"['the', False]",14,102105:4,[],19,No,,1,1,1,Female,English,Chrome,Mac,1050,1680,2.7709,
30,condition1,some-all-a-the,"['all', False]",15,103191:13,[],19,No,,1,1,1,Female,English,Chrome,Mac,1050,1680,2.7709,
30,condition1,some-all-a-the,"['the', False]",16,51293:9,[],19,No,,1,1,1,Female,English,Chrome,Mac,1050,1680,2.7709,
30,condition1,some-all-a-the,"['all', False]",17,40349:14,[],19,No,,1,1,1,Female,English,Chrome,Mac,1050,1680,2.7709,
39,condition1,,"['Jessica', 'Jessica']",1,bot_check,[],21,Yes,,2,1,1,Female,English,Chrome,Windows,912,1368,4.021,
39,condition1,a-all-the-some,"['a', False]",3,example1,[],21,Yes,,2,1,1,Female,English,Chrome,Windows,912,1368,4.021,
39,condition1,a-all-the-some,"['all', False]",3,example1,[],21,Yes,,2,1,1,Female,English,Chrome,Windows,912,1368,4.021,
39,condition1,a-all-the-some,"['a', False]",4,example2,[],21,Yes,,2,1,1,Female,English,Chrome,Windows,912,1368,4.021,
39,condition1,a-all-the-some,"['all', False]",5,example1,[],21,Yes,,2,1,1,Female,English,Chrome,Windows,912,1368,4.021,
39,condition1,a-all-the-some,"['the', False]",6,example4,[],21,Yes,,2,1,1,Female,English,Chrome,Windows,912,1368,4.021,
39,condition1,a-all-the-some,"['a', True]",8,60430:4,[],21,Yes,,2,1,1,Female,English,Chrome,Windows,912,1368,4.021,
39,condition1,a-all-the-some,"['the', False]",9,51293:9,[],21,Yes,,2,1,1,Female,English,Chrome,Windows,912,1368,4.021,
39,condition1,a-all-the-some,"['the', False]",10,118088:9,[],21,Yes,,2,1,1,Female,English,Chrome,Windows,912,1368,4.021,
39,condition1,a-all-the-some,"['a', True]",11,103191:13,[],21,Yes,,2,1,1,Female,English,Chrome,Windows,912,1368,4.021,
39,condition1,a-all-the-some,"['the', False]",12,37508:7,[],21,Yes,,2,1,1,Female,English,Chrome,Windows,912,1368,4.021,
39,condition1,a-all-the-some,"['the', False]",13,130644:22,[],21,Yes,,2,1,1,Female,English,Chrome,Windows,912,1368,4.021,
39,condition1,a-all-the-some,"['the', False]",14,61578:4,[],21,Yes,,2,1,1,Female,English,Chrome,Windows,912,1368,4.021,
39,condition1,a-all-the-some,"['a', False]",15,40349:14,[],21,Yes,,2,1,1,Female,English,Chrome,Windows,912,1368,4.021,
39,condition1,a-all-the-some,"['the', False]",16,68569:4,[],21,Yes,,2,1,1,Female,English,Chrome,Windows,912,1368,4.021,
39,condition1,a-all-the-some,"['the', False]",17,102105:4,[],21,Yes,,2,1,1,Female,English,Chrome,Windows,912,1368,4.021,
31,condition1,,"['Susan', 'Susan']",1,bot_check,[],35,Yes,"I wasn't able to select ""none of the above"" the two times that it would have been appropriate. It forces you to pick from one of the four options.",3,2,1,Male,English,Chrome,Mac,1120,1792,7.0018666666666665,
31,condition1,all-a-the-some,"['all', False]",3,example1,[],35,Yes,"I wasn't able to select ""none of the above"" the two times that it would have been appropriate. It forces you to pick from one of the four options.",3,2,1,Male,English,Chrome,Mac,1120,1792,7.0018666666666665,
31,condition1,all-a-the-some,"['a', False]",4,example2,[],35,Yes,"I wasn't able to select ""none of the above"" the two times that it would have been appropriate. It forces you to pick from one of the four options.",3,2,1,Male,English,Chrome,Mac,1120,1792,7.0018666666666665,
31,condition1,all-a-the-some,"['all', False]",5,example1,[],35,Yes,"I wasn't able to select ""none of the above"" the two times that it would have been appropriate. It forces you to pick from one of the four options.",3,2,1,Male,English,Chrome,Mac,1120,1792,7.0018666666666665,
31,condition1,all-a-the-some,"['the', False]",6,example4,[],35,Yes,"I wasn't able to select ""none of the above"" the two times that it would have been appropriate. It forces you to pick from one of the four options.",3,2,1,Male,English,Chrome,Mac,1120,1792,7.0018666666666665,
31,condition1,all-a-the-some,"['all', False]",8,103191:13,[],35,Yes,"I wasn't able to select ""none of the above"" the two times that it would have been appropriate. It forces you to pick from one of the four options.",3,2,1,Male,English,Chrome,Mac,1120,1792,7.0018666666666665,
31,condition1,all-a-the-some,"['the', False]",9,61578:4,[],35,Yes,"I wasn't able to select ""none of the above"" the two times that it would have been appropriate. It forces you to pick from one of the four options.",3,2,1,Male,English,Chrome,Mac,1120,1792,7.0018666666666665,
31,condition1,all-a-the-some,"['the', False]",10,51293:9,[],35,Yes,"I wasn't able to select ""none of the above"" the two times that it would have been appropriate. It forces you to pick from one of the four options.",3,2,1,Male,English,Chrome,Mac,1120,1792,7.0018666666666665,
31,condition1,all-a-the-some,"['the', False]",11,37508:7,[],35,Yes,"I wasn't able to select ""none of the above"" the two times that it would have been appropriate. It forces you to pick from one of the four options.",3,2,1,Male,English,Chrome,Mac,1120,1792,7.0018666666666665,
31,condition1,all-a-the-some,"['the', False]",12,118088:9,[],35,Yes,"I wasn't able to select ""none of the above"" the two times that it would have been appropriate. It forces you to pick from one of the four options.",3,2,1,Male,English,Chrome,Mac,1120,1792,7.0018666666666665,
31,condition1,all-a-the-some,"['the', False]",13,68569:4,[],35,Yes,"I wasn't able to select ""none of the above"" the two times that it would have been appropriate. It forces you to pick from one of the four options.",3,2,1,Male,English,Chrome,Mac,1120,1792,7.0018666666666665,
31,condition1,all-a-the-some,"['the', False]",14,102105:4,[],35,Yes,"I wasn't able to select ""none of the above"" the two times that it would have been appropriate. It forces you to pick from one of the four options.",3,2,1,Male,English,Chrome,Mac,1120,1792,7.0018666666666665,
31,condition1,all-a-the-some,"['the', False]",15,40349:14,[],35,Yes,"I wasn't able to select ""none of the above"" the two times that it would have been appropriate. It forces you to pick from one of the four options.",3,2,1,Male,English,Chrome,Mac,1120,1792,7.0018666666666665,
31,condition1,all-a-the-some,"['all', False]",16,60430:4,[],35,Yes,"I wasn't able to select ""none of the above"" the two times that it would have been appropriate. It forces you to pick from one of the four options.",3,2,1,Male,English,Chrome,Mac,1120,1792,7.0018666666666665,
31,condition1,all-a-the-some,"['the', False]",17,130644:22,[],35,Yes,"I wasn't able to select ""none of the above"" the two times that it would have been appropriate. It forces you to pick from one of the four options.",3,2,1,Male,English,Chrome,Mac,1120,1792,7.0018666666666665,
