Item_ID,Sentence,HaveNeedTo,Finite,ModalPresent,QuestionType,DegreeQ,SubjectAuxInv,WhAll,WhAdvP,MatrixNegPresent,EmbeddedNegPresent,SbarNomPresent,QuantifiedSubject,QuantifiedPredicate,Wh,MatrixSubject,MatrixNegation,InvertedAuxVerb,MatrixPredAux,MatrixPredVerb,MatrixPredOther,MatrixPredParticle,MatrixPred2,Modal,EmbeddedSubject,EmbeddedNegation,Verb1,Verb2,Verb3,DeterminerSubject,DeterminerNonSubject,FullWhPhrase,JustMatrixClause,DeterminerSubjPresent,DeterminerNonSubjPresent,WhNode,WhParse,Question,SentenceParse,WhPhaseType,IdentityQ
153846:31,"and it's just, 0 you never know who *t*-1 is out there.",no,yes,no,embedded,no,,,,,,,,,who,you,,,'s,know,,,,,*t*-1,,is,there,,,,,you never know who *t*-1 is out there,no,no,,(WP who),who *t*-1 is out there,"(TOP (S (CC and) (NP-SBJ (PRP it)) (VP (BES 's) (ADVP (RB just)) (, ,) (SBAR-PRD (-NONE- 0) (S (NP-SBJ (PRP you)) (ADVP-TMP (RB never)) (VP (VBP know) (SBAR (WHNP-1 (WP who)) (S (NP-SBJ (-NONE- *T*-1)) (VP (VBZ is) (PP-LOC-PRD (IN out) (ADVP (RB there)))))))))) (. .) (-DFL- E_S)))",monomorphemic,no
45129:143,"and it took me, i mean it *exp*-3 took such courage 0 you wouldn't believe *t*-1 * to go *-4 vote the first time because i was waiting for somebody to laugh at me because i didn't know how * to work the machines *t*-2.",no,no,no,embedded,no,,,yes,yes,,,,,how,i,n't,,was,know,,,,,*,,work,,,,the machines,,i didn't know how * to work the machines *t*-2,no,no,,(WRB how),how * to work the machines *t*-2,"(TOP (S (CC And) (EDITED (RM (-DFL- \[)) (S (NP-SBJ (PRP it)) (VP (VBD took) (NP (PRP me)))) (, ,) (IP (-DFL- \+))) (PRN (S (NP-SBJ (PRP I)) (VP (VBP mean)))) (NP-SBJ (NP (PRP it)) (S (-NONE- *EXP*-3))) (VP (VBD took) (RS (-DFL- \])) (NP (NP (JJ such) (NN courage)) (SBAR (WHNP-1 (-NONE- 0)) (S (NP-SBJ (PRP you)) (VP (MD would) (RB n't) (VP (VB believe) (NP (-NONE- *T*-1))))))) (S-3 (NP-SBJ-4 (-NONE- *)) (VP (TO to) (VP (VB go) (S (NP-SBJ (-NONE- *-4)) (VP (VB vote) (NP-TMP (DT the) (JJ first) (NN time))))))) (SBAR-PRP (IN because) (S (NP-SBJ (PRP I)) (VP (VBD was) (VP (VBG waiting) (SBAR (IN for) (S (NP-SBJ (NN somebody)) (VP (TO to) (VP (VB laugh) (PP (IN at) (NP (PRP me))) (SBAR-PRP (IN because) (S (NP-SBJ (PRP I)) (VP (VBD did) (RB n't) (VP (VB know) (SBAR (WHADVP-2 (WRB how)) (S (NP-SBJ (-NONE- *)) (VP (TO to) (VP (VB work) (NP (DT the) (NNS machines)) (ADVP-MNR (-NONE- *T*-2))))))))))))))))))) (. .) (-DFL- E_S)))",monomorphemic,no
45506:29,"i have *-1 to be real careful about where i put things *t*-2,",no,yes,no,embedded,no,,,yes,,,,,,where,*-1,,,,,,careful,,,i,,put,,,,,where,*-1 to be real careful about where i put things *t*-2,no,no,,(WRB where),where i put things *t*-2,"(TOP (S (NP-SBJ-1 (PRP I)) (VP (VBP have) (S (NP-SBJ (-NONE- *-1)) (VP (TO to) (VP (VB be) (ADJP-PRD (RB real) (JJ careful) (PP (IN about) (SBAR (WHADVP-2 (WRB where)) (S (NP-SBJ (PRP I)) (VP (VBP put) (NP (NNS things)) (ADVP-PUT (-NONE- *T*-2))))))))))) (, ,) (-DFL- E_S)))",monomorphemic,no
80925:99,"we were just, when, when the topic came up *t*-1, we, i was asking my husband right quick, what's the last movies 0 we saw *t*-2 *t*-3.",no,yes,no,embedded,no,yes,,,,,,,,what,i,,,was,asking,,,,,the last movies 0 we saw *t*-2,,'s,last,saw,the last movies 0 we saw *t*-2,the last movies 0 we saw *t*-2,,"we were just, when, when the topic came up *t*-1, we, i was asking my husband right quick, what's the last movies 0 we saw *t*-2 *t*-3.",no,no,,(WP what),what's the last movies 0 we saw *t*-2 *t*-3,"(TOP (S (EDITED (RM (-DFL- \[)) (S (NP-SBJ (PRP we)) (VP-UNF (VBD were) (ADVP (RB just)))) (, ,) (IP (-DFL- \+))) (SBAR-TMP (EDITED (RM (-DFL- \[)) (WHADVP (WRB when)) (, ,) (IP (-DFL- \+))) (WHADVP-1 (WRB when)) (RS (-DFL- \])) (S (NP-SBJ (DT the) (NN topic)) (VP (VBD came) (PRT (RP up)) (ADVP-TMP (-NONE- *T*-1))))) (, ,) (EDITED (RM (-DFL- \[)) (NP-SBJ (PRP we)) (, ,) (IP (-DFL- \+))) (NP-SBJ (PRP I)) (RS (-DFL- \])) (VP (VBD was) (RS (-DFL- \])) (VP (VBG asking) (NP (PRP$ my) (NN husband)) (ADVP (RB right) (RB quick)) (, ,) (SBARQ-SEZ (WHNP-3 (WP what)) (SQ (BES 's) (NP-SBJ (NP (DT the) (JJ last) (NNS movies)) (SBAR (WHNP-2 (-NONE- 0)) (S (NP-SBJ (PRP we)) (VP (VBD saw) (NP (-NONE- *T*-2)))))) (NP-PRD (-NONE- *T*-3)))))) (. .) (-DFL- E_S)))",monomorphemic,no
6889:11,"i see how they were organized *-1 in, central and south america *t*-2",no,yes,no,embedded,no,,,yes,,,,,,how,i,,,,see,,,,,they,,were,organized,,,,,"i see how they were organized *-1 in, central and south america *t*-2",no,no,,(WRB how),"how they were organized *-1 in, central and south america *t*-2","(TOP (S (NP-SBJ (PRP I)) (VP (VBP see) (SBAR (WHADVP-2 (WRB how)) (S (NP-SBJ-1 (PRP they)) (VP (VBD were) (VP (VBN organized) (NP (-NONE- *-1)) (PP-LOC (IN in) (, ,) (NP (UCP (NNP Central) (CC and) (NNP South)) (NNP America))) (ADVP-MNR (-NONE- *T*-2))))))) (-DFL- E_S)))",monomorphemic,no
76802:22,"an awful lot of people know where it is *t*-1, or have been there.",no,yes,no,embedded,no,,,yes,,,,,,where,an awful lot of people,,,,know,,,,,it,,is,have,been,,,,"an awful lot of people know where it is *t*-1, or have been there.",no,no,,(WRB where),"where it is *t*-1, or have been there","(TOP (S (NP-SBJ (NP (DT an) (JJ awful) (NN lot)) (PP (IN of) (NP (NNS people)))) (VP (VBP know) (SBAR (WHADVP-1 (WRB where)) (S (NP-SBJ (PRP it)) (VP (VP (VBZ is) (ADVP-LOC-PRD (-NONE- *T*-1))) (, ,) (CC or) (VP (VBP have) (VP (VBN been) (ADVP-LOC-PRD (RB there)))))))) (. .) (-DFL- E_S)))",monomorphemic,no
120943:34,"i, i really don't know what they do *t*-1.",no,yes,no,embedded,no,,,,yes,,,,,what,i,n't,,do,know,,,,,they,,do,,,,,,"i, i really don't know what they do *t*-1.",no,no,,(WP what),what they do *t*-1,"(TOP (S (EDITED (RM (-DFL- \[)) (NP-SBJ (PRP I)) (, ,) (IP (-DFL- \+))) (NP-SBJ (PRP I)) (RS (-DFL- \])) (ADVP (RB really)) (VP (VBP do) (RB n't) (VP (VB know) (SBAR (WHNP-1 (WP what)) (S (NP-SBJ (PRP they)) (VP (VBP do) (NP (-NONE- *T*-1))))))) (. .) (-DFL- E_S)))",monomorphemic,no
58645:18,my dad wouldn't know what * to do *t*-1.,no,no,no,embedded,no,,,,yes,,,,,what,my dad,n't,,would,know,,,,,*,,do,,,,,,my dad wouldn't know what * to do *t*-1.,no,no,,(WP what),what * to do *t*-1,(TOP (S (NP-SBJ (PRP$ My) (NN dad)) (VP (MD would) (RB n't) (VP (VB know) (SBAR (WHNP-1 (WP what)) (S (NP-SBJ (-NONE- *)) (VP (TO to) (VP (VB do) (NP (-NONE- *T*-1)))))))) (. .) (-DFL- E_S))),monomorphemic,no
151728:33,"so i, i kind of know how * to do these things *t*-1.",no,no,no,embedded,no,,,yes,,,,,,how,i,,,,know,,,,,*,,do,,,,these things,,"so i, i kind of know how * to do these things *t*-1.",no,no,,(WRB how),how * to do these things *t*-1,"(TOP (S (RB so) (EDITED (RM (-DFL- \[)) (NP-SBJ (PRP I)) (, ,) (IP (-DFL- \+))) (NP-SBJ (PRP I)) (RS (-DFL- \])) (ADVP (RB kind) (RB of)) (VP (VBP know) (SBAR (WHADVP-1 (WRB how)) (S (NP-SBJ (-NONE- *)) (VP (TO to) (VP (VB do) (NP (DT these) (NNS things)) (ADVP-MNR (-NONE- *T*-1))))))) (. .) (-DFL- E_S)))",monomorphemic,no
60636:39,"and then once you pick that spot out, * pick out what you want *-2 to do *t*-1.",no,yes,no,embedded,no,,,,,,,,,what,*,,,,pick,,,,,you,,want,do,,,,,"and then once you pick that spot out, * pick out what you want *-2 to do *t*-1.",no,no,,(WP what),what you want *-2 to do *t*-1,"(TOP (S-IMP (CONJP (CC and) (RB then)) (SBAR-TMP (IN once) (S (NP-SBJ (PRP you)) (VP (VBP pick) (NP (DT that) (NN spot)) (PRT (RP out))))) (, ,) (NP-SBJ (-NONE- *)) (VP (VB pick) (PRT (RP out)) (SBAR (WHNP-1 (WP what)) (S (NP-SBJ-2 (PRP you)) (VP (VBP want) (S (NP-SBJ (-NONE- *-2)) (VP (TO to) (VP (VB do) (NP (-NONE- *T*-1))))))))) (. .) (-DFL- E_S)))",monomorphemic,no
172496:73,"uh, i just finished *-1 fuming at the fact that we pay an eight and a half percent sales tax and no income tax when the income tax could have been deducted *-2 from the federal form *t*-3",no,,yes,embedded,no,,,yes,,,,,,when,we,,,finished,pay,,,,could,the income tax,,have,been,deducted,the income tax,the income tax,when,we pay an eight and a half percent sales tax and no income tax when the income tax could have been deducted *-2 from the federal form *t*-3,yes,no,,(WRB when),when the income tax could have been deducted *-2 from the federal form *t*-3,"(TOP (S (INTJ (UH Uh)) (, ,) (NP-SBJ-1 (PRP I)) (ADVP (RB just)) (VP (VBD finished) (S (NP-SBJ (-NONE- *-1)) (VP (VBG fuming) (PP (IN at) (NP (DT the) (NN fact) (SBAR (IN that) (S (NP-SBJ (PRP we)) (VP (VBP pay) (NP (NP (DT an) (ADJP (QP (CD eight) (CC and) (DT a) (NN half)) (NN percent)) (NNS sales) (NN tax)) (CC and) (NP (DT no) (NN income) (NN tax))) (SBAR-ADV (WHADVP-3 (WRB when)) (S (NP-SBJ-2 (DT the) (NN income) (NN tax)) (VP (MD could) (VP (VB have) (VP (VBN been) (VP (VBN deducted) (NP (-NONE- *-2)) (PP (IN from) (NP (DT the) (JJ federal) (NN form))) (ADVP (-NONE- *T*-3)))))))))))))))) (-DFL- E_S)))",monomorphemic,no
159670:11,you know what i mean *t*-1?,no,yes,no,embedded,no,,,,,,,,,what,you,,,,know,,,,,i,,mean,,,,,,you know what i mean *t*-1?,no,no,,(WP what),what i mean *t*-1,(TOP (S (NP-SBJ (PRP you)) (VP (VBP know) (SBAR (WHNP-1 (WP what)) (S (NP-SBJ (PRP I)) (VP (VBP mean) (NP (-NONE- *T*-1)))))) (. ?) (-DFL- E_S))),monomorphemic,no
94825:83,"and when he started, uh, at skyline high school *t*-2, i asked him, son, when, uh, you know, where do i go *-1 to sign up for the p t a *t*-3?",no,yes,no,embedded,no,yes,,yes,,,,,,where,i,,,,asked,,,,,i,,do,go,sign,,the p t a,,"and when he started, uh, at skyline high school *t*-2, i asked him, son, when, uh, you know, where do i go *-1 to sign up for the p t a *t*-3?",no,no,,(WRB where),"son, when, uh, you know, where do i go *-1 to sign up for the p t a *t*-3","(TOP (S (CC and) (SBAR-TMP (WHADVP-2 (WRB when)) (S (NP-SBJ (PRP he)) (VP (VBD started) (, ,) (INTJ (UH uh)) (, ,) (PP (IN at) (NP (NNP Skyline) (NNP High) (NNP School))) (ADVP-TMP (-NONE- *T*-2))))) (, ,) (NP-SBJ (PRP I)) (VP (VBD asked) (NP (PRP him)) (, ,) (SBARQ-SEZ (NP-VOC (NNP Son)) (, ,) (EDITED (RM (-DFL- \[)) (WHADVP (WRB when)) (, ,) (IP (-DFL- \+))) (INTJ (UH uh)) (PRN (, ,) (S (NP-SBJ (PRP you)) (VP (VBP know))) (, ,)) (WHADVP-3 (WRB where)) (RS (-DFL- \])) (SQ (VBP do) (NP-SBJ-1 (PRP I)) (VP (VB go) (S (NP-SBJ (-NONE- *-1)) (VP (TO to) (VP (VB sign) (PRT (RP up)) (PP (IN for) (NP (DT the) (NNP P) (NNP T) (NNP A)))))) (ADVP-DIR (-NONE- *T*-3)))))) (. ?) (-DFL- E_S)))",monomorphemic,no
55459:18,"and i haven't figured how *-1 to get that soft *t*-2,",no,no,no,embedded,no,,,yes,yes,,,,,how,i,n't,,have,figured,,,,,*-1,,get,soft,,that,that,,"and i haven't figured how *-1 to get that soft *t*-2,",no,no,,(WRB how),how *-1 to get that soft *t*-2,"(TOP (S (CC And) (NP-SBJ-1 (PRP I)) (VP (VBP have) (RB n't) (VP (VBN figured) (SBAR (WHADVP-2 (WRB how)) (S (NP-SBJ (-NONE- *-1)) (VP (TO to) (VP (VB get) (S (NP-SBJ (DT that)) (ADJP-PRD (JJ soft))) (ADVP-MNR (-NONE- *T*-2)))))))) (, ,) (-DFL- E_S)))",monomorphemic,no
118182:28,"and, uh, they have not gotten it where the withholding is accurate *t*-1.",no,yes,no,embedded,no,,,yes,yes,,,,,where,they,not,,have,gotten,,,,,the withholding,,is,accurate,,the withholding,the withholding,,"and, uh, they have not gotten it where the withholding is accurate *t*-1.",yes,yes,,(WRB where),where the withholding is accurate *t*-1,"(TOP (S (CC And) (, ,) (INTJ (UH uh)) (, ,) (NP-SBJ (PRP they)) (VP (VBP have) (RB not) (VP (VBN gotten) (NP (PRP it)) (SBAR-ADV (WHADVP-1 (WRB where)) (S (NP-SBJ (DT the) (NN withholding)) (VP (VBZ is) (ADJP-PRD (JJ accurate)) (ADVP (-NONE- *T*-1))))))) (. .) (-DFL- E_S)))",monomorphemic,no
79109:78,"but i, i'd be glad *-2 to organize it, if that they'd tell me what it is *t*-1 0 i'm doing *t*-3 because that would, that would be really helpful.",no,yes,no,embedded,no,yes,,,,,,,,what,they,,,,tell,,,,,it,,is,'m,doing,,,,"that they'd tell me what it is *t*-1 0 i'm doing *t*-3 because that would, that would be really helpful",no,no,,(WP what),what it is *t*-1 0 i'm doing *t*-3,"(TOP (S (CC but) (EDITED (RM (-DFL- \[)) (NP-SBJ (PRP I)) (, ,) (IP (-DFL- \+))) (NP-SBJ-2 (PRP I)) (VP (MD 'd) (RS (-DFL- \])) (VP (VB be) (ADJP-PRD (JJ glad) (S (NP-SBJ (-NONE- *-2)) (VP (TO to) (VP (VB organize) (NP (PRP it)))))) (, ,) (SBAR-ADV (IN if) (S (EDITED (RM (-DFL- \[)) (NP-SBJ (IN that)) (IP (-DFL- \+)) (RS (-DFL- \]))) (NP-SBJ (PRP they)) (VP (MD 'd) (VP (VB tell) (NP (PRP me)) (SBAR (WHNP-1 (WP what)) (SQ-CLF (NP-SBJ (PRP it)) (VP (VBZ is) (NP-PRD (-NONE- *T*-1)) (SBAR (WHNP-3 (-NONE- 0)) (S (NP-SBJ (PRP I)) (VP (VBP 'm) (VP (VBG doing) (NP (-NONE- *T*-3))))))))) (SBAR-PRP (IN because) (S (EDITED (RM (-DFL- \[)) (S (NP-SBJ (DT that)) (VP-UNF (MD would))) (, ,) (IP (-DFL- \+))) (NP-SBJ (DT that)) (VP (MD would) (RS (-DFL- \])) (VP (VB be) (ADJP-PRD (RB really) (JJ helpful)))))))))))) (. .) (-DFL- E_S)))",monomorphemic,no
137511:16,i don't know why i got stuck *-1 down here in texas now *t*-2.,no,yes,no,embedded,no,,,yes,yes,,,,,why,i,n't,,do,know,,,,,i,,got,stuck,here,,,,i don't know why i got stuck *-1 down here in texas now *t*-2.,no,no,,(WRB why),why i got stuck *-1 down here in texas now *t*-2,(TOP (S (NP-SBJ (PRP I)) (VP (VBP do) (RB n't) (VP (VB know) (SBAR (WHADVP-2 (WRB why)) (S (NP-SBJ-1 (PRP I)) (VP (VBD got) (VP (VBN stuck) (NP (-NONE- *-1)) (PP-LOC (IN down) (ADVP (RB here))) (PP-LOC (IN in) (NP (NNP Texas))) (ADVP-TMP (RB now)) (ADVP-PRP (-NONE- *T*-2)))))))) (. .) (-DFL- E_S))),monomorphemic,no
46482:16,i'm not sure what it is *t*-1 there.,no,yes,no,embedded,no,,,,yes,,,,,what,i,not,,,,sure,,,,it,,is,there,,,,what,i'm not sure what it is *t*-1 there.,no,no,,(WP what),what it is *t*-1 there,(TOP (S (NP-SBJ (PRP I)) (VP (VBP 'm) (RB not) (ADJP-PRD (JJ sure) (SBAR (WHNP-1 (WP what)) (S (NP-SBJ (PRP it)) (VP (VBZ is) (NP-PRD (-NONE- *T*-1)) (ADVP-LOC (RB there))))))) (. .) (-DFL- E_S))),monomorphemic,no
75198:46,"i certainly wouldn't have been able *-1 to twenty years ago tell you what, uh, my kids were likely *-2 to be like *t*-3.",no,yes,no,embedded,no,,,,yes,,,,,what,*-1,n't,,would,tell,,,,,my kids,,were,likely,be,,,what,"*-1 to twenty years ago tell you what, uh, my kids were likely *-2 to be like *t*-3",no,no,,(WP what),"what, uh, my kids were likely *-2 to be like *t*-3","(TOP (S (NP-SBJ-1 (PRP I)) (ADVP (RB certainly)) (VP (MD would) (RB n't) (VP (VB have) (VP (VBN been) (ADJP-PRD (JJ able) (S (NP-SBJ (-NONE- *-1)) (VP (IN to) (ADVP-TMP (NP (CD twenty) (NNS years)) (RB ago)) (VP (VB tell) (NP (PRP you)) (SBAR (WHNP-3 (WP what)) (, ,) (INTJ (UH uh)) (, ,) (S (NP-SBJ-2 (PRP$ my) (NNS kids)) (VP (VBD were) (ADJP-PRD (JJ likely) (S (NP-SBJ (-NONE- *-2)) (VP (TO to) (VP (VB be) (PP-PRD (JJ like) (NP (-NONE- *T*-3))))))))))))))))) (. .) (-DFL- E_S)))",monomorphemic,no
103081:17,like you've seen what it's done *t*-1 to buildings even where it's really bad *t*-2.,no,yes,no,embedded,no,,,,,,,,done,what,you,,,'ve,seen,,,,,it,,done,,,,,,like you've seen what it's done *t*-1 to buildings even where it's really bad *t*-2.,no,no,,(WP what),what it's done *t*-1 to buildings,(TOP (S (INTJ (UH like)) (NP-SBJ (PRP you)) (VP (VBP 've) (VP (VBN seen) (SBAR (WHNP-1 (WP what)) (S (NP-SBJ (PRP it)) (VP (HVS 's) (VP (VBN done) (NP (-NONE- *T*-1)) (PP (IN to) (NP (NNS buildings))))))) (SBAR-LOC (ADVP (RB even)) (WHADVP-2 (WRB where)) (S (NP-SBJ (PRP it)) (VP (BES 's) (ADJP-PRD (RB really) (JJ bad)) (ADVP-LOC (-NONE- *T*-2))))))) (. .) (-DFL- E_S))),monomorphemic,no
74772:28,"like i said, he didn't know what he was doing *t*-1.",no,yes,no,embedded,no,,,,yes,,,,,what,he,n't,,,know,,,,,he,,was,doing,,,,,"like i said, he didn't know what he was doing *t*-1.",no,no,,(WP what),what he was doing *t*-1,"(TOP (S (SBAR-ADV (IN Like) (S (NP-SBJ (PRP I)) (VP (VBD said)))) (, ,) (NP-SBJ (PRP he)) (VP (VBD did) (RB n't) (VP (VB know) (SBAR (WHNP-1 (WP what)) (S (NP-SBJ (PRP he)) (VP (VBD was) (VP (VBG doing) (NP (-NONE- *T*-1)))))))) (. .) (-DFL- E_S)))",monomorphemic,no
47022:19,and i can't remember what *ich*-2 i read *t*-1 about that,no,yes,no,embedded,no,,,,yes,,,,,what,i,n't,,,remember,,,,,,,read,,,,that,,and i can't remember what *ich*-2 i read *t*-1 about that,no,no,,(WP what),what *ich*-2 i read *t*-1 about that,(TOP (S (CC and) (NP-SBJ (PRP I)) (VP (MD ca) (RB n't) (VP (VB remember) (SBAR (WHNP-1 (WHNP (WP what)) (PP (-NONE- *ICH*-2))) (S (NP-SBJ (PRP I)) (VP (VBD read) (NP (-NONE- *T*-1)) (PP-2 (IN about) (NP (DT that)))))))) (-DFL- E_S))),monomorphemic,no
18589:40,"and, uh, i don't know, that what they have *t*-1,",no,yes,no,embedded,no,,,,yes,,,,,what,i,n't,,do,know,,,,,they,,have,,,,,,"and, uh, i don't know, that what they have *t*-1,",no,no,,(WP what),what they have *t*-1,"(TOP (S (CC And) (, ,) (INTJ (UH uh)) (, ,) (NP-SBJ (PRP I)) (VP (VBP do) (RB n't) (VP (VB know) (, ,) (EDITED (RM (-DFL- \[)) (SBAR-UNF (IN that)) (IP (-DFL- \+)) (RS (-DFL- \]))) (SBAR (WHNP-1 (WP what)) (S (NP-SBJ (PRP they)) (VP (VBP have) (NP (-NONE- *T*-1))))))) (, ,) (-DFL- E_S)))",monomorphemic,no
62814:11,i know what you mean *t*-1.,no,yes,no,embedded,no,,,,,,,,,what,i,,,,know,,,,,you,,mean,,,,,,i know what you mean *t*-1.,no,no,,(WP what),what you mean *t*-1,(TOP (S (NP-SBJ (PRP I)) (VP (VBP know) (SBAR (WHNP-1 (WP what)) (S (NP-SBJ (PRP you)) (VP (VBP mean) (NP (-NONE- *T*-1)))))) (. .) (-DFL- E_S))),monomorphemic,no
70801:50,"i, i don't know what amount of, what amount of, our hardware *t*-1 would stop some fanatic, i guess, from *-2 doing anything, uh, that *t*-3 would be irrational.",no,,yes,embedded,no,,,,yes,,,,some,what,i,n't,,do,know,,,,would,,,stop,guess,doing,,some fanatic,,"i, i don't know what amount of, what amount of, our hardware *t*-1 would stop some fanatic, i guess, from *-2 doing anything, uh, that *t*-3 would be irrational.",no,no,,(WDT what),"what amount of, what amount of, our hardware *t*-1 would stop some fanatic, i guess, from *-2 doing anything, uh, that *t*-3 would be irrational","(TOP (S (EDITED (RM (-DFL- \[)) (NP-SBJ (PRP I)) (, ,) (IP (-DFL- \+))) (NP-SBJ (PRP I)) (RS (-DFL- \])) (VP (VBP do) (RB n't) (VP (VB know) (SBAR (EDITED (RM (-DFL- \[)) (WHNP (WHNP (WDT what) (NN amount)) (PP-UNF (IN of))) (, ,) (IP (-DFL- \+))) (WHNP-1 (WHNP (WDT what) (VB amount)) (PP (IN of) (, ,) (RS (-DFL- \])) (NP (PRP$ our) (NN hardware)))) (S (NP-SBJ (-NONE- *T*-1)) (VP (MD would) (VP (VB stop) (NP-2 (DT some) (NN fanatic)) (PRN (, ,) (S (NP-SBJ (PRP I)) (VP (VBP guess))) (, ,)) (PP (IN from) (S-NOM (NP-SBJ (-NONE- *-2)) (VP (VBG doing) (NP (NP (NN anything)) (, ,) (INTJ (UH uh)) (, ,) (SBAR (WHNP-3 (WDT that)) (S (NP-SBJ (-NONE- *T*-3)) (VP (MD would) (VP (VB be) (ADJP-PRD (JJ irrational)))))))))))))))) (. .) (-DFL- E_S)))",monomorphemic,no
34334:57,"uh, but i would like *-1 to see them have a monitoring capability so that they know who *t*-2 has what weapons.",no,yes,no,embedded,no,,,,,,,,,who,they,,,have,know,,,,,*t*-2,,has,,,,what weapons,,they know who *t*-2 has what weapons,no,no,,(WP who),who *t*-2 has what weapons,"(TOP (S (INTJ (UH Uh)) (, ,) (CC but) (NP-SBJ-1 (PRP I)) (VP (MD would) (VP (VB like) (S (NP-SBJ (-NONE- *-1)) (VP (TO to) (VP (VB see) (S (NP-SBJ (PRP them)) (VP (VB have) (NP (DT a) (NN monitoring) (NN capability)) (SBAR-PRP (IN so) (IN that) (S (NP-SBJ (PRP they)) (VP (VBP know) (SBAR (WHNP-2 (WP who)) (S (NP-SBJ (-NONE- *T*-2)) (VP (VBZ has) (NP (WDT what) (NNS weapons))))))))))))))) (. .) (-DFL- E_S)))",monomorphemic,no
76687:32,"well, you haven't told me, uh, what sports that you are active in *t*-1.",no,yes,no,embedded,no,,,,yes,,,,,what,you,n't,,have,told,,,,,,,are,active,,,,,"well, you haven't told me, uh, what sports that you are active in *t*-1.",no,no,,(WDT what),what sports that you are active in *t*-1,"(TOP (S (INTJ (UH Well)) (, ,) (NP-SBJ (PRP you)) (VP (VBP have) (RB n't) (VP (VBN told) (NP (PRP me)) (, ,) (INTJ (UH uh)) (, ,) (SBAR (WHNP-1 (WHNP (WDT what) (NNS sports)) (WHNP (WDT that))) (S (NP-SBJ (PRP you)) (VP (VBP are) (ADJP-PRD (JJ active) (PP (IN in) (NP (-NONE- *T*-1))))))))) (. .) (-DFL- E_S)))",monomorphemic,no
164413:11,you know what i mean *t*-1?,no,yes,no,embedded,no,,,,,,,,,what,you,,,,know,,,,,i,,mean,,,,,,you know what i mean *t*-1?,no,no,,(WP what),what i mean *t*-1,(TOP (S (NP-SBJ (PRP you)) (VP (VBP know) (SBAR (WHNP-1 (WP what)) (S (NP-SBJ (PRP I)) (VP (VBP mean) (NP (-NONE- *T*-1)))))) (. ?) (-DFL- E_S))),monomorphemic,no
21530:85,"but, as, as i've seen it, they've, they've done sort of the same thing to where they've, they started *-1 to let them get together *t*-2,",yes,yes,no,embedded,no,,,yes,,,,,,where,they,,,,,,done,,,they,,'ve,started,let,,,where,"but, as, as i've seen it, they've, they've done sort of the same thing to where they've, they started *-1 to let them get together *t*-2,",no,no,,(WRB where),"where they've, they started *-1 to let them get together *t*-2","(TOP (S (SBAR-ADV (CC but) (, ,) (EDITED (RM (-DFL- \[)) (SBAR-ADV-UNF (IN as)) (, ,) (IP (-DFL- \+))) (IN as) (RS (-DFL- \])) (S (NP-SBJ (PRP I)) (VP (VBP 've) (VP (VBN seen) (NP (PRP it)))))) (, ,) (EDITED (RM (-DFL- \[)) (S (NP-SBJ (PRP they)) (VP-UNF (VBP 've))) (, ,) (IP (-DFL- \+))) (NP-SBJ (PRP they)) (VP (VBP 've) (RS (-DFL- \])) (VP (VBN done) (ADVP (RB sort) (RB of)) (NP (DT the) (JJ same) (NN thing)) (PP (IN to) (SBAR (WHADVP-2 (WRB where)) (S (EDITED (RM (-DFL- \[)) (S (NP-SBJ (PRP they)) (VP-UNF (VBP 've))) (, ,) (IP (-DFL- \+))) (NP-SBJ-1 (PRP they)) (RS (-DFL- \])) (VP (VBD started) (S (NP-SBJ (-NONE- *-1)) (VP (TO to) (VP (VB let) (S (NP-SBJ (PRP them)) (VP (VB get) (ADVP (RB together))))))) (ADVP (-NONE- *T*-2)))))))) (, ,) (-DFL- E_S)))",monomorphemic,no
24860:16,"they don't know what * to do *t*-1,",no,no,no,embedded,no,,,,yes,,,,,what,they,n't,,do,know,,,,,*,,do,,,,,,"they don't know what * to do *t*-1,",no,no,,(WP what),what * to do *t*-1,"(TOP (S (NP-SBJ (PRP they)) (VP (VBP do) (RB n't) (VP (VB know) (SBAR (WHNP-1 (WP what)) (S (NP-SBJ (-NONE- *)) (VP (TO to) (VP (VB do) (NP (-NONE- *T*-1)))))))) (, ,) (-DFL- E_S)))",monomorphemic,no
84309:11,i wonder where he gets it *t*-1?,no,yes,no,embedded,no,,,yes,,,,,,where,i,,,,wonder,,,,,he,,gets,,,,,,i wonder where he gets it *t*-1?,no,no,,(WRB where),where he gets it *t*-1,(TOP (S (NP-SBJ (PRP I)) (VP (VBP wonder) (SBAR (WHADVP-1 (WRB where)) (S (NP-SBJ (PRP he)) (VP (VBZ gets) (NP (PRP it)) (ADVP-LOC (-NONE- *T*-1)))))) (. ?) (-DFL- E_S))),monomorphemic,no
7981:19,"you don't even know who *-1 to payoff *t*-2, huh?.",no,no,no,embedded,no,,,,yes,,,,,who,you,n't,,do,know,,,,,*-1,,,,,,,,"you don't even know who *-1 to payoff *t*-2, huh?.",no,no,,(WP who),who *-1 to payoff *t*-2,"(TOP (S (NP-SBJ-1 (PRP You)) (VP (VBP do) (RB n't) (ADVP (RB even)) (VP (VB know) (SBAR (WHNP-2 (WP who)) (S (NP-SBJ (-NONE- *-1)) (VP (TO to) (VP (TYPO (^VB^RP payoff)) (NP (-NONE- *T*-2)))))) (, ,) (INTJ (UH huh)))) (. ?) (. .) (-DFL- E_S)))",monomorphemic,no
