"","workerid","proliferate.condition","order","response","slide_number_in_experiment","tgrep_id","catch_trials","subject_information.age","subject_information.asses","subject_information.comments","subject_information.education","subject_information.enjoyment","subject_information.fairprice","subject_information.gender","subject_information.language","system.Browser","system.OS","system.screenH","system.screenW","time_in_minutes","error","Sentence","HaveNeedTo","Finite","ModalPresent","QuestionType","DegreeQ","SubjectAuxInv","WhAll","MatrixNegPresent","EmbeddedNegPresent","QuantifiedSubject","QuantifiedPredicate","Wh","MatrixNegation","MatrixDoSupport","MatrixPred1","MatrixPred2","MatVerbPart","Modal","EmbeddedNegation","Verb1","Verb2","Verb3","DeterminerSubject","DeterminerNonSubject","FullWhPhrase","DeterminerSubjPresent","DeterminerNonSubjPresent","WhNode","WhParse","Question","SentenceParse","WhPhaseType","IdentityQ"
"305",18,"condition1","a-the-some-all","['a', False]",16,"51293:9","[]",36,"Confused","Nothing in this seemed to make any sense, everything seemed very jumbled and confused.",3,0,0,"Male","English","Chrome","Windows",1080,1920,5.58031666666667,NA,"uh, who's the last one *t*-1.","no","yes","no","root","no","yes","","","","one","","who","","","","","","","","'s","last","","the last one","","","yes","",NA,"(WP who)","uh, who's the last one *t*-1.","(TOP (SBARQ (INTJ (UH Uh)) (, ,) (WHNP-1 (WP who)) (SQ (BES 's) (NP-SBJ (DT the) (JJ last) (NN one)) (NP-PRD (-NONE- *T*-1))) (. .) (-DFL- E_S)))","monomorphemic","no"
"306",18,"condition1","a-the-some-all","['a', True]",17,"130644:22","[]",36,"Confused","Nothing in this seemed to make any sense, everything seemed very jumbled and confused.",3,0,0,"Male","English","Chrome","Windows",1080,1920,5.58031666666667,NA,"oh, g-, where *ich*-3 have i gone *t*-1 that *t*-2's anywhere.","no","yes","no","root","no","yes","","","","","gone","where","","","","","","","","have","gone","","","","","no","",NA,"(WRB where)","oh, g-, where *ich*-3 have i gone *t*-1 that *t*-2's anywhere.","(TOP (SBARQ (INTJ (UH Oh)) (, ,) (EDITED (RM (-DFL- \[)) (X (XX g-)) (, ,) (IP (-DFL- \+))) (WHADVP-1 (WHADVP (WRB where)) (SBAR (-NONE- *ICH*-3))) (SQ (VBP have) (NP-SBJ (PRP I)) (VP (VBN gone) (ADVP-DIR (-NONE- *T*-1)))) (RS (-DFL- \])) (SBAR-3 (WHNP-2 (DT that)) (S (NP-SBJ (-NONE- *T*-2)) (VP (BES 's) (ADVP-LOC-PRD (RB anywhere))))) (. .) (-DFL- E_S)))","monomorphemic","no"
"307",5,"condition1","","['sarah', 'Sarah']",1,"bot_check","[]",37,"Yes","The ""none of the above"" option wasn't working for me",2,1,1,"Female","English ","Firefox","Linux",740,360,11.486,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"308",5,"condition1","a-some-the-all","['some', False]",3,"example1","[]",37,"Yes","The ""none of the above"" option wasn't working for me",2,1,1,"Female","English ","Firefox","Linux",740,360,11.486,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"309",5,"condition1","a-some-the-all","['all', False]",3,"example1","[]",37,"Yes","The ""none of the above"" option wasn't working for me",2,1,1,"Female","English ","Firefox","Linux",740,360,11.486,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"310",5,"condition1","a-some-the-all","['a', False]",4,"example2","[]",37,"Yes","The ""none of the above"" option wasn't working for me",2,1,1,"Female","English ","Firefox","Linux",740,360,11.486,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"311",5,"condition1","a-some-the-all","['all', False]",5,"example1","[]",37,"Yes","The ""none of the above"" option wasn't working for me",2,1,1,"Female","English ","Firefox","Linux",740,360,11.486,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"312",5,"condition1","a-some-the-all","['the', False]",6,"example4","[]",37,"Yes","The ""none of the above"" option wasn't working for me",2,1,1,"Female","English ","Firefox","Linux",740,360,11.486,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"313",5,"condition1","a-some-the-all","['some', True]",8,"102105:4","[]",37,"Yes","The ""none of the above"" option wasn't working for me",2,1,1,"Female","English ","Firefox","Linux",740,360,11.486,NA,"how do you usually find a, a new restaurant *t*-1?","no","yes","no","root","no","yes","","","","","","how","","","","","","","","do","usually","find","","a","","no","yes",NA,"(WRB How)","how do you usually find a, a new restaurant *t*-1?","(TOP (SBARQ (WHADVP-1 (WRB How)) (SQ (VBP do) (NP-SBJ (PRP you)) (ADVP-TMP (RB usually)) (VP (VB find) (EDITED (RM (-DFL- \[)) (NP-UNF (DT a)) (, ,) (IP (-DFL- \+))) (NP (DT a) (RS (-DFL- \])) (JJ new) (NN restaurant)) (ADVP-MNR (-NONE- *T*-1)))) (. ?) (-DFL- E_S)))","monomorphemic","no"
"314",5,"condition1","a-some-the-all","['a', True]",9,"61578:4","[]",37,"Yes","The ""none of the above"" option wasn't working for me",2,1,1,"Female","English ","Firefox","Linux",740,360,11.486,NA,"how are your kids handling it *t*-1?","no","yes","no","root","no","yes","","","","","","how","","","","","","","","are","handling","","","","","no","no",NA,"(WRB How)","how are your kids handling it *t*-1?","(TOP (SBARQ (WHADVP-1 (WRB How)) (SQ (VBP are) (NP-SBJ (PRP$ your) (NNS kids)) (VP (VBG handling) (NP (PRP it)) (ADVP-MNR (-NONE- *T*-1)))) (. ?) (-DFL- E_S)))","monomorphemic","no"
"315",5,"condition1","a-some-the-all","['a', False]",10,"68569:4","[]",37,"Yes","The ""none of the above"" option wasn't working for me",2,1,1,"Female","English ","Firefox","Linux",740,360,11.486,NA,"where do you go *t*-1?","no","yes","no","root","no","yes","","","","","","where","","","","","","","","do","go","","","","","no","",NA,"(WRB Where)","where do you go *t*-1?","(TOP (SBARQ (WHADVP-1 (WRB Where)) (SQ (VBP do) (NP-SBJ (PRP you)) (VP (VB go) (ADVP-DIR (-NONE- *T*-1)))) (. ?) (-DFL- E_S)))","monomorphemic","no"
"316",5,"condition1","a-some-the-all","['the', False]",11,"51293:9","[]",37,"Yes","The ""none of the above"" option wasn't working for me",2,1,1,"Female","English ","Firefox","Linux",740,360,11.486,NA,"uh, who's the last one *t*-1.","no","yes","no","root","no","yes","","","","one","","who","","","","","","","","'s","last","","the last one","","","yes","",NA,"(WP who)","uh, who's the last one *t*-1.","(TOP (SBARQ (INTJ (UH Uh)) (, ,) (WHNP-1 (WP who)) (SQ (BES 's) (NP-SBJ (DT the) (JJ last) (NN one)) (NP-PRD (-NONE- *T*-1))) (. .) (-DFL- E_S)))","monomorphemic","no"
"317",5,"condition1","a-some-the-all","['all', True]",12,"103191:13","[]",37,"Yes","The ""none of the above"" option wasn't working for me",2,1,1,"Female","English ","Firefox","Linux",740,360,11.486,NA,"but, uh, who *t*-1 knows what the future will hold *t*-2. uh, as far as energy goes,","no","","yes","root","no","yes","","","","","","who","","","","","","will","","knows","hold","as","the future","the future","","no","no",NA,"(WP who)","but, uh, who *t*-1 knows what the future will hold *t*-2. uh, as far as energy goes,","(TOP (SBARQ (CC But) (, ,) (INTJ (UH uh)) (, ,) (WHNP-1 (WP who)) (SQ (NP-SBJ (-NONE- *T*-1)) (VP (VBZ knows) (SBAR (WHNP-2 (WP what)) (S (NP-SBJ (DT the) (NN future)) (VP (MD will) (VP (VB hold) (NP (-NONE- *T*-2)) (. .) (INTJ (UH Uh)) (, ,) (ADVP (ADVP (RB as) (RB far)) (SBAR (IN as) (S (NP-SBJ (NN energy)) (VP (VBZ goes))))))))))) (, ,) (-DFL- E_S)))","monomorphemic","no"
"318",5,"condition1","a-some-the-all","['the', False]",13,"118088:9","[]",37,"Yes","The ""none of the above"" option wasn't working for me",2,1,1,"Female","English ","Firefox","Linux",740,360,11.486,NA,"uh, how do you feel about taxes *t*-1?","no","yes","no","root","no","yes","","","","","","how","","","","","","","","do","feel","","","","","no","no",NA,"(WRB how)","uh, how do you feel about taxes *t*-1?","(TOP (SBARQ (INTJ (UH Uh)) (, ,) (WHADVP-1 (WRB how)) (SQ (VBP do) (NP-SBJ (PRP you)) (VP (VB feel) (PP (IN about) (NP (NNS taxes))) (ADVP-MNR (-NONE- *T*-1)))) (. ?) (-DFL- E_S)))","monomorphemic","no"
"319",5,"condition1","a-some-the-all","['the', True]",14,"40349:14","[]",37,"Yes","The ""none of the above"" option wasn't working for me",2,1,1,"Female","English ","Firefox","Linux",740,360,11.486,NA,"you know, how can you help *-1 depending on the day care center *t*-2, you know,","no","","yes","root","no","yes","","","","","","how","","","","","","can","","help","depending","know","","the day care center","","no","no",NA,"(WRB how)","you know, how can you help *-1 depending on the day care center *t*-2, you know,","(TOP (SBARQ (PRN (S (NP-SBJ (PRP You)) (VP (VBP know))) (, ,)) (WHADVP-2 (WRB how)) (SQ (MD can) (NP-SBJ-1 (PRP you)) (VP (VB help) (S (NP-SBJ (-NONE- *-1)) (VP (VBG depending) (PP (IN on) (NP (DT the) (NN day) (NN care) (NN center))) (ADVP-MNR (-NONE- *T*-2)))) (PRN (, ,) (S (NP-SBJ (PRP you)) (VP (VBP know)))))) (, ,) (-DFL- E_S)))","monomorphemic","no"
"320",5,"condition1","a-some-the-all","['all', False]",15,"60430:4","[]",37,"Yes","The ""none of the above"" option wasn't working for me",2,1,1,"Female","English ","Firefox","Linux",740,360,11.486,NA,"who *t*-1 knows.","no","yes","no","root","no","yes","","","","","","who","","","","","","","","knows","","","","","","no","",NA,"(WP who)","who *t*-1 knows.","(TOP (SBARQ (WHNP-1 (WP who)) (SQ (NP-SBJ (-NONE- *T*-1)) (VP (VBZ knows))) (. .) (-DFL- E_S)))","monomorphemic","no"
"321",5,"condition1","a-some-the-all","['some', False]",16,"130644:22","[]",37,"Yes","The ""none of the above"" option wasn't working for me",2,1,1,"Female","English ","Firefox","Linux",740,360,11.486,NA,"oh, g-, where *ich*-3 have i gone *t*-1 that *t*-2's anywhere.","no","yes","no","root","no","yes","","","","","gone","where","","","","","","","","have","gone","","","","","no","",NA,"(WRB where)","oh, g-, where *ich*-3 have i gone *t*-1 that *t*-2's anywhere.","(TOP (SBARQ (INTJ (UH Oh)) (, ,) (EDITED (RM (-DFL- \[)) (X (XX g-)) (, ,) (IP (-DFL- \+))) (WHADVP-1 (WHADVP (WRB where)) (SBAR (-NONE- *ICH*-3))) (SQ (VBP have) (NP-SBJ (PRP I)) (VP (VBN gone) (ADVP-DIR (-NONE- *T*-1)))) (RS (-DFL- \])) (SBAR-3 (WHNP-2 (DT that)) (S (NP-SBJ (-NONE- *T*-2)) (VP (BES 's) (ADVP-LOC-PRD (RB anywhere))))) (. .) (-DFL- E_S)))","monomorphemic","no"
"322",5,"condition1","a-some-the-all","['some', False]",17,"37508:7","[]",37,"Yes","The ""none of the above"" option wasn't working for me",2,1,1,"Female","English ","Firefox","Linux",740,360,11.486,NA,"well how do you think 0 the royals are going *-1 to do *t*-2?","no","yes","no","root","no","yes","","","","","","how","","","","","","","","do","think","are","the royals","the royals","","no","no",NA,"(WRB how)","well how do you think 0 the royals are going *-1 to do *t*-2?","(TOP (SBARQ (INTJ (UH well)) (WHADVP-2 (WRB how)) (SQ (VBP do) (NP-SBJ (PRP you)) (VP (VB think) (SBAR (-NONE- 0) (S (NP-SBJ-1 (DT the) (NNPS Royals)) (VP (VBP are) (VP (VBG going) (S (NP-SBJ (-NONE- *-1)) (VP (TO to) (VP (VB do) (ADVP-MNR (-NONE- *T*-2))))))))))) (. ?) (-DFL- E_S)))","monomorphemic","no"
"323",14,"condition1","","['Elizabeth', 'Elizabeth']",1,"bot_check","[]",30,"Yes","",2,2,1,"Male","English","Chrome","Linux",768,1366,4.4464,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"324",14,"condition1","all-some-the-a","['some', False]",3,"example1","[]",30,"Yes","",2,2,1,"Male","English","Chrome","Linux",768,1366,4.4464,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"325",14,"condition1","all-some-the-a","['some', False]",3,"example1","[]",30,"Yes","",2,2,1,"Male","English","Chrome","Linux",768,1366,4.4464,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"326",14,"condition1","all-some-the-a","['some', False]",3,"example1","[]",30,"Yes","",2,2,1,"Male","English","Chrome","Linux",768,1366,4.4464,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"327",14,"condition1","all-some-the-a","['all', False]",3,"example1","[]",30,"Yes","",2,2,1,"Male","English","Chrome","Linux",768,1366,4.4464,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"328",14,"condition1","all-some-the-a","['a', False]",4,"example2","[]",30,"Yes","",2,2,1,"Male","English","Chrome","Linux",768,1366,4.4464,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"329",14,"condition1","all-some-the-a","['all', False]",5,"example1","[]",30,"Yes","",2,2,1,"Male","English","Chrome","Linux",768,1366,4.4464,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"330",14,"condition1","all-some-the-a","['the', False]",6,"example4","[]",30,"Yes","",2,2,1,"Male","English","Chrome","Linux",768,1366,4.4464,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"331",14,"condition1","all-some-the-a","['some', False]",8,"102105:4","[]",30,"Yes","",2,2,1,"Male","English","Chrome","Linux",768,1366,4.4464,NA,"how do you usually find a, a new restaurant *t*-1?","no","yes","no","root","no","yes","","","","","","how","","","","","","","","do","usually","find","","a","","no","yes",NA,"(WRB How)","how do you usually find a, a new restaurant *t*-1?","(TOP (SBARQ (WHADVP-1 (WRB How)) (SQ (VBP do) (NP-SBJ (PRP you)) (ADVP-TMP (RB usually)) (VP (VB find) (EDITED (RM (-DFL- \[)) (NP-UNF (DT a)) (, ,) (IP (-DFL- \+))) (NP (DT a) (RS (-DFL- \])) (JJ new) (NN restaurant)) (ADVP-MNR (-NONE- *T*-1)))) (. ?) (-DFL- E_S)))","monomorphemic","no"
"332",14,"condition1","all-some-the-a","['all', False]",9,"60430:4","[]",30,"Yes","",2,2,1,"Male","English","Chrome","Linux",768,1366,4.4464,NA,"who *t*-1 knows.","no","yes","no","root","no","yes","","","","","","who","","","","","","","","knows","","","","","","no","",NA,"(WP who)","who *t*-1 knows.","(TOP (SBARQ (WHNP-1 (WP who)) (SQ (NP-SBJ (-NONE- *T*-1)) (VP (VBZ knows))) (. .) (-DFL- E_S)))","monomorphemic","no"
"333",14,"condition1","all-some-the-a","['the', False]",10,"61578:4","[]",30,"Yes","",2,2,1,"Male","English","Chrome","Linux",768,1366,4.4464,NA,"how are your kids handling it *t*-1?","no","yes","no","root","no","yes","","","","","","how","","","","","","","","are","handling","","","","","no","no",NA,"(WRB How)","how are your kids handling it *t*-1?","(TOP (SBARQ (WHADVP-1 (WRB How)) (SQ (VBP are) (NP-SBJ (PRP$ your) (NNS kids)) (VP (VBG handling) (NP (PRP it)) (ADVP-MNR (-NONE- *T*-1)))) (. ?) (-DFL- E_S)))","monomorphemic","no"
"334",14,"condition1","all-some-the-a","['some', False]",11,"40349:14","[]",30,"Yes","",2,2,1,"Male","English","Chrome","Linux",768,1366,4.4464,NA,"you know, how can you help *-1 depending on the day care center *t*-2, you know,","no","","yes","root","no","yes","","","","","","how","","","","","","can","","help","depending","know","","the day care center","","no","no",NA,"(WRB how)","you know, how can you help *-1 depending on the day care center *t*-2, you know,","(TOP (SBARQ (PRN (S (NP-SBJ (PRP You)) (VP (VBP know))) (, ,)) (WHADVP-2 (WRB how)) (SQ (MD can) (NP-SBJ-1 (PRP you)) (VP (VB help) (S (NP-SBJ (-NONE- *-1)) (VP (VBG depending) (PP (IN on) (NP (DT the) (NN day) (NN care) (NN center))) (ADVP-MNR (-NONE- *T*-2)))) (PRN (, ,) (S (NP-SBJ (PRP you)) (VP (VBP know)))))) (, ,) (-DFL- E_S)))","monomorphemic","no"
"335",14,"condition1","all-some-the-a","['a', False]",12,"103191:13","[]",30,"Yes","",2,2,1,"Male","English","Chrome","Linux",768,1366,4.4464,NA,"but, uh, who *t*-1 knows what the future will hold *t*-2. uh, as far as energy goes,","no","","yes","root","no","yes","","","","","","who","","","","","","will","","knows","hold","as","the future","the future","","no","no",NA,"(WP who)","but, uh, who *t*-1 knows what the future will hold *t*-2. uh, as far as energy goes,","(TOP (SBARQ (CC But) (, ,) (INTJ (UH uh)) (, ,) (WHNP-1 (WP who)) (SQ (NP-SBJ (-NONE- *T*-1)) (VP (VBZ knows) (SBAR (WHNP-2 (WP what)) (S (NP-SBJ (DT the) (NN future)) (VP (MD will) (VP (VB hold) (NP (-NONE- *T*-2)) (. .) (INTJ (UH Uh)) (, ,) (ADVP (ADVP (RB as) (RB far)) (SBAR (IN as) (S (NP-SBJ (NN energy)) (VP (VBZ goes))))))))))) (, ,) (-DFL- E_S)))","monomorphemic","no"
"336",14,"condition1","all-some-the-a","['the', False]",13,"51293:9","[]",30,"Yes","",2,2,1,"Male","English","Chrome","Linux",768,1366,4.4464,NA,"uh, who's the last one *t*-1.","no","yes","no","root","no","yes","","","","one","","who","","","","","","","","'s","last","","the last one","","","yes","",NA,"(WP who)","uh, who's the last one *t*-1.","(TOP (SBARQ (INTJ (UH Uh)) (, ,) (WHNP-1 (WP who)) (SQ (BES 's) (NP-SBJ (DT the) (JJ last) (NN one)) (NP-PRD (-NONE- *T*-1))) (. .) (-DFL- E_S)))","monomorphemic","no"
"337",14,"condition1","all-some-the-a","['a', False]",14,"130644:22","[]",30,"Yes","",2,2,1,"Male","English","Chrome","Linux",768,1366,4.4464,NA,"oh, g-, where *ich*-3 have i gone *t*-1 that *t*-2's anywhere.","no","yes","no","root","no","yes","","","","","gone","where","","","","","","","","have","gone","","","","","no","",NA,"(WRB where)","oh, g-, where *ich*-3 have i gone *t*-1 that *t*-2's anywhere.","(TOP (SBARQ (INTJ (UH Oh)) (, ,) (EDITED (RM (-DFL- \[)) (X (XX g-)) (, ,) (IP (-DFL- \+))) (WHADVP-1 (WHADVP (WRB where)) (SBAR (-NONE- *ICH*-3))) (SQ (VBP have) (NP-SBJ (PRP I)) (VP (VBN gone) (ADVP-DIR (-NONE- *T*-1)))) (RS (-DFL- \])) (SBAR-3 (WHNP-2 (DT that)) (S (NP-SBJ (-NONE- *T*-2)) (VP (BES 's) (ADVP-LOC-PRD (RB anywhere))))) (. .) (-DFL- E_S)))","monomorphemic","no"
"338",14,"condition1","all-some-the-a","['the', False]",15,"118088:9","[]",30,"Yes","",2,2,1,"Male","English","Chrome","Linux",768,1366,4.4464,NA,"uh, how do you feel about taxes *t*-1?","no","yes","no","root","no","yes","","","","","","how","","","","","","","","do","feel","","","","","no","no",NA,"(WRB how)","uh, how do you feel about taxes *t*-1?","(TOP (SBARQ (INTJ (UH Uh)) (, ,) (WHADVP-1 (WRB how)) (SQ (VBP do) (NP-SBJ (PRP you)) (VP (VB feel) (PP (IN about) (NP (NNS taxes))) (ADVP-MNR (-NONE- *T*-1)))) (. ?) (-DFL- E_S)))","monomorphemic","no"
"339",14,"condition1","all-some-the-a","['the', False]",16,"37508:7","[]",30,"Yes","",2,2,1,"Male","English","Chrome","Linux",768,1366,4.4464,NA,"well how do you think 0 the royals are going *-1 to do *t*-2?","no","yes","no","root","no","yes","","","","","","how","","","","","","","","do","think","are","the royals","the royals","","no","no",NA,"(WRB how)","well how do you think 0 the royals are going *-1 to do *t*-2?","(TOP (SBARQ (INTJ (UH well)) (WHADVP-2 (WRB how)) (SQ (VBP do) (NP-SBJ (PRP you)) (VP (VB think) (SBAR (-NONE- 0) (S (NP-SBJ-1 (DT the) (NNPS Royals)) (VP (VBP are) (VP (VBG going) (S (NP-SBJ (-NONE- *-1)) (VP (TO to) (VP (VB do) (ADVP-MNR (-NONE- *T*-2))))))))))) (. ?) (-DFL- E_S)))","monomorphemic","no"
"340",14,"condition1","all-some-the-a","['the', False]",17,"68569:4","[]",30,"Yes","",2,2,1,"Male","English","Chrome","Linux",768,1366,4.4464,NA,"where do you go *t*-1?","no","yes","no","root","no","yes","","","","","","where","","","","","","","","do","go","","","","","no","",NA,"(WRB Where)","where do you go *t*-1?","(TOP (SBARQ (WHADVP-1 (WRB Where)) (SQ (VBP do) (NP-SBJ (PRP you)) (VP (VB go) (ADVP-DIR (-NONE- *T*-1)))) (. ?) (-DFL- E_S)))","monomorphemic","no"
"341",24,"condition1","","['Sarah', 'Sarah']",1,"bot_check","[]",65,"Yes","",3,1,1,"Female","english","Chrome","Windows",720,1280,45.2247166666667,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"342",24,"condition1","the-a-some-all","['the', False]",3,"example1","[]",65,"Yes","",3,1,1,"Female","english","Chrome","Windows",720,1280,45.2247166666667,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"343",24,"condition1","the-a-some-all","['the', False]",3,"example1","[]",65,"Yes","",3,1,1,"Female","english","Chrome","Windows",720,1280,45.2247166666667,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"344",24,"condition1","the-a-some-all","['all', False]",3,"example1","[]",65,"Yes","",3,1,1,"Female","english","Chrome","Windows",720,1280,45.2247166666667,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"345",24,"condition1","the-a-some-all","['some', False]",4,"example2","[]",65,"Yes","",3,1,1,"Female","english","Chrome","Windows",720,1280,45.2247166666667,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"346",24,"condition1","the-a-some-all","['all', False]",5,"example1","[]",65,"Yes","",3,1,1,"Female","english","Chrome","Windows",720,1280,45.2247166666667,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"347",24,"condition1","the-a-some-all","['the', False]",6,"example4","[]",65,"Yes","",3,1,1,"Female","english","Chrome","Windows",720,1280,45.2247166666667,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"348",24,"condition1","the-a-some-all","['the', False]",8,"51293:9","[]",65,"Yes","",3,1,1,"Female","english","Chrome","Windows",720,1280,45.2247166666667,NA,"uh, who's the last one *t*-1.","no","yes","no","root","no","yes","","","","one","","who","","","","","","","","'s","last","","the last one","","","yes","",NA,"(WP who)","uh, who's the last one *t*-1.","(TOP (SBARQ (INTJ (UH Uh)) (, ,) (WHNP-1 (WP who)) (SQ (BES 's) (NP-SBJ (DT the) (JJ last) (NN one)) (NP-PRD (-NONE- *T*-1))) (. .) (-DFL- E_S)))","monomorphemic","no"
"349",24,"condition1","the-a-some-all","['all', True]",9,"103191:13","[]",65,"Yes","",3,1,1,"Female","english","Chrome","Windows",720,1280,45.2247166666667,NA,"but, uh, who *t*-1 knows what the future will hold *t*-2. uh, as far as energy goes,","no","","yes","root","no","yes","","","","","","who","","","","","","will","","knows","hold","as","the future","the future","","no","no",NA,"(WP who)","but, uh, who *t*-1 knows what the future will hold *t*-2. uh, as far as energy goes,","(TOP (SBARQ (CC But) (, ,) (INTJ (UH uh)) (, ,) (WHNP-1 (WP who)) (SQ (NP-SBJ (-NONE- *T*-1)) (VP (VBZ knows) (SBAR (WHNP-2 (WP what)) (S (NP-SBJ (DT the) (NN future)) (VP (MD will) (VP (VB hold) (NP (-NONE- *T*-2)) (. .) (INTJ (UH Uh)) (, ,) (ADVP (ADVP (RB as) (RB far)) (SBAR (IN as) (S (NP-SBJ (NN energy)) (VP (VBZ goes))))))))))) (, ,) (-DFL- E_S)))","monomorphemic","no"
"350",24,"condition1","the-a-some-all","['all', False]",10,"68569:4","[]",65,"Yes","",3,1,1,"Female","english","Chrome","Windows",720,1280,45.2247166666667,NA,"where do you go *t*-1?","no","yes","no","root","no","yes","","","","","","where","","","","","","","","do","go","","","","","no","",NA,"(WRB Where)","where do you go *t*-1?","(TOP (SBARQ (WHADVP-1 (WRB Where)) (SQ (VBP do) (NP-SBJ (PRP you)) (VP (VB go) (ADVP-DIR (-NONE- *T*-1)))) (. ?) (-DFL- E_S)))","monomorphemic","no"
"351",24,"condition1","the-a-some-all","['a', False]",11,"102105:4","[]",65,"Yes","",3,1,1,"Female","english","Chrome","Windows",720,1280,45.2247166666667,NA,"how do you usually find a, a new restaurant *t*-1?","no","yes","no","root","no","yes","","","","","","how","","","","","","","","do","usually","find","","a","","no","yes",NA,"(WRB How)","how do you usually find a, a new restaurant *t*-1?","(TOP (SBARQ (WHADVP-1 (WRB How)) (SQ (VBP do) (NP-SBJ (PRP you)) (ADVP-TMP (RB usually)) (VP (VB find) (EDITED (RM (-DFL- \[)) (NP-UNF (DT a)) (, ,) (IP (-DFL- \+))) (NP (DT a) (RS (-DFL- \])) (JJ new) (NN restaurant)) (ADVP-MNR (-NONE- *T*-1)))) (. ?) (-DFL- E_S)))","monomorphemic","no"
